,id,claim
539,88008,"In 1996's Game of Thrones, Ned Stark was introduced."
540,55024,Lorelai Gilmore's father is a banker.
541,200051,Boxing Helena has yet to be judged by any critic.
542,3808,Sonny & Cher began in the mid-1960's.
543,152656,Zoe Saldana is a citizen of somewhere.
544,70984,House of Balloons is someone's first mixtape.
545,56959,Samsung entered the shipbuilding industries in the 1970's.
546,183485,Estelle Getty appeared in film in her 30s.
547,161778,Planet Hollywood Las Vegas is owned by Caesars Entertainment Corporation.
548,171491,Jiang Wen is an actor.
549,24217,Fraud is deliberate deception.
550,194565,Kyle Maclachlan has won an award called Golden Globe for Best Actor.
551,154125,Ed Gein had exhumed corpses.
552,140070,Agent Raghav – Crime Branch was nominated for Best Weekend Show at the Indian Telly Awards.
553,201597,A thunderstorm has an effect on the Earth's atmosphere.
554,28788,Maggie Q starred in a CW series.
555,168092,"Jean-Jacques Dessalines was born on September 20th, 1758 in Hati."
556,91889,Atlanta metropolitan area had a population of 5.5 million people.
557,22103,Barbarella was directed by Roger Vadim.
558,11478,"Kenny Chesney was born on March 26th, 1968."
559,52780,John DiMaggio has had roles on multiple shows from Nickelodeon.
560,44239,Amancio Ortega is a businessman.
561,138263,The Walking Dead (comic book) inspired a film.
562,157320,Certain chemicals induce neuromodulation.
563,16474,Eurotas (river) is one of Peloponnese's major rivers.
564,97445,Doxycycline may cause nausea in children.
565,44721,Aphrodite is in Greek mythology.
566,124636,"Keith Stanfield's was born LaKeith Lee ""Keith'' Stanfield on August 12, 1991."
567,215286,PBS is a film distributor.
568,74621,There have been at least 29 Africa Cup of Nations.
569,6497,Louie (season 1)'s creator is Louis C.K.
570,124875,Brie Larson is an American actress.
571,223273,The Baja 1000 was covered by Jim McKay in 1968.
572,93782,SummerSlam is thrown by the WWE in arenas.
573,173619,A Drama Desk Award was given to Hair (musical) for best revival of a musical.
574,9282,Gamal Abdel Nasser's funeral was in the capital of Egypt.
575,203053,Akon is a singer.
576,39832,The SpongeBob SquarePants Movie stars Clancy Brown.
577,220245,"Aristocracy is derived from the compound word for ""rule of the best""."
578,1917,The current Duke of York has been unmarried since his 1996 divorce.
579,24543,Laura Robson won the Wimbledon Junior Girls' Championship at age 14.
580,3747,The Danish language is spoken in Canada.
581,124380,Dark matter is distinct from the moon.
582,217116,Innovation is viewed as the application of better solutions that meet personal needs.
583,194741,L. Ron Hubbard spent the remaining months of his life on his ranch.
584,8740,Robert Zemeckis has directed movies.
585,52378,Birmingham is in a county.
586,23673,B. R. Ambedkar lived in India.
587,17090,"Pattern recognition systems are trained from labeled ""training"" data."
588,168626,The Thin Red Line (1998 film) has a performance by an actor from the United States who was in The Passion of the Christ.
589,19069,Color of Night came out in the summer of 1994.
590,31422,Dev Patel appeared in a movie.
591,226853,Sejong the Great was a Korean king.
592,131625,Amancio Ortega owns a retail company.
593,179834,Vic Mensa is an American.
594,135008,Ekta Kapoor worked on an Indian soap opera.
595,106150,Google Search searches for hypotheses based on information entered into a device.
596,221252,The Block (album) has only an unofficial single.
597,127244,Prague's historic center is on UNIDO's list of World Heritage Sites.
598,9642,Sledgehammer was first performed live in Scotland.
599,75909,Gotham premiered in the 2010s.
600,228678,Two and a Half Men season aired in 2014.
601,182044,The Fly is an American film from 1986.
602,53472,Ned Stark's cast was nominated for a Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series.
603,7257,Hermit crabs are crustaceans in the superfamily Paguroidea.
604,52658,Scandinavia does not include the remote Norwegian people of Svalbard and Jan Mayen.
605,47209,The Beverly Hillbillies is a television show.
606,136213,Cordilleran Ice Sheet covered a large portion of North America.
607,122596,Adam Lambert was the first openly gay artist to top the U.S. Billboard 200.
608,166943,Baadshah was dubbed into at least three other countries.
609,47786,There are many airports contained in the San Francisco Bay Area.
610,182926,The cinematography of Far from the Madding Crowd was by at least one person.
611,228079,Caleb McLaughlin was named in the year 2001.
612,59026,Brazilian jiu-jitsu involves hugging.
613,154228,Ned Stark was introduced in the 1996 novel A Game of Thrones.
614,188635,Foot Locker is a retailer from the United States.
615,221251,"The Block (album) has a single, which was released on May 13, 2008."
616,29306,Ice-T made of a record of the hip-hop genre.
617,173931,An Education is about a young person's change.
618,223220,FC Bayern Munich was founded.
619,206997,Punch-Drunk Love was distributed by Columbia Pictures.
620,32520,The Bengal tiger is from a region.
621,119857,Issa Rae shows various media created by people of color.
622,39174,See You on the Other Side was released by Korn.
623,76627,The character Poe Dameron was portrayed by Oscar Isaac.
624,136413,Victor Frankenstein is an award-winning film.
625,219198,Species distribution can be understood through factors such as global warming.
626,143283,Super Bowl XLV was the second time the Super Bowl was played in the Dallas-Fort Worth area.
627,217093,Innovation is often also viewed as the application of a way to go around new requirements.
628,25829,Manchester by the Sea has grossed money.
629,207001,Punch-Drunk Love was produced by two studios.
630,426,Absinthe is banned in some countries.
631,23210,Internet access requires the use of hardware like computer terminals.
632,204302,Soviet Latvia is another name for the Latvian Soviet Socialist Republic.
633,114900,Minor League Baseball is a hierarchy of leagues.
634,92675,"Emperor Norton is immortalized by authors from different countries including Sweden, America, and England."
635,5418,Julie Bowen has an acting career.
636,52924,The Raven (2012 film) was released in Canada.
637,177966,Children get cavities from Trick-or-Treating.
638,98169,Scream became scary.
639,60162,Stephenie Meyer created Edward Cullen.
640,36815,Oscar Isaac played a fictional character.
641,57080,Two and a Half Men featured Angus T. Jones.
642,31169,Absinthe is a normal liquor.
643,16387,Anxiety has been linked with physical symptoms.
644,115175,Japan is represented by several localized governments.
645,165705,American Idol (season 8) had at least one female judge.
646,142348,Ayananka Bose is an actress.
647,13132,The Giver is only a book.
648,135744,The Danish language is spoken in films.
649,123647,Google Search displays movie runtimes.
650,218092,The Indian National Congress was founded in Bombay.
651,58449,The MP for Maidenhead was once Theresa May.
652,33670,Matt Bomer is American.
653,119042,"Annie Lennox was named ""The Greatest White Soul Singer Alive"" by an American cable television network."
654,11090,Hinduism contains a range of philosophies.
655,69722,Kajol is a civilian woman.
656,74961,Aestheticism is a movement.
657,159324,Weill Cornell Medicine is a unit.
658,11666,A near-Earth object is not a dead body.
659,50137,The Selma and Montgomery marches were part of a broader voting rights movement throughout American letters.
660,183462,Henry III of France was assassinated by a fanatic in 1589.
661,50888,Austin Lee Russells is the real name of Chumlee.
662,92824,The Beverly Hillbillies is a television show from the 70s.
663,125989,The House of the Spirits received German Film Awards.
664,8316,Brent Mydland was a member of the Grateful Dead.
665,140762,ASAP Rocky has directed videos for his own music.
666,92851,John Frusciante incorporated experimental rock into his music.
667,30807,Alvin and the Chipmunks is a film.
668,179109,George Clooney starred in the film The Good German.
669,50700,The ovary is an organ involved in the creation of new life.
670,4737,Sausage Party was directed by Greg Tiernan and Conrad Vernon.
671,171479,Jiang Wen is a Chinese actor.
672,174509,"Under an Austrian license, Red Bull Racing races."
673,72640,Toy Story 2 was launched by Walt Disney Pictures.
674,194214,Mike Friedrich is a comic book writer.
675,51284,"The End of Time is the Tenth Doctor's final adventure, terminating in his death."
676,199807,Sweet Home Alabama is a song that Lynyrd Skynyrd wrote in reply to Neil Young's song Alabama.
677,21547,Scream used established and recognizable actors that were born in Tennessee.
678,194238,Mike Friedrich is a writer.
679,161277,"Charlotte, North Carolina ranked as the second-biggest banking center in America from 1995 to 2017."
680,34155,Temple Grandin is a 2010 biopic.
681,51400,Color of Night did horribly in box office ratings.
682,67047,Jonah Hill ranked 28th on Forbes magazine's list of world's highest paid actors from June 2014 to June 2015.
683,108739,James Brolin has had roles in situational comedies.
684,15489,See You on the Other Side is a book.
685,174869,The Alfred P. Murrah Federal Building was located in the geographic center of the Oklahoma City metropolitan area.
686,154854,Benzodiazepines can be taken in only small amounts.
687,173600,Hair (musical) won a contest for best revival of a musical.
688,25995,Linkin Park released Meteora in 2003.
689,2147,Elizabeth Olsen was born.
690,105896,"For two hundred and nineteen years, The Times printed in broadsheet format."
691,13875,Brazilian jiu-jitsu involves grappling.
692,199260,Prince Charles and Lady Diana were married in July 1981.
693,64885,James Spader is known for portraying eccentric villains.
694,10567,Google Search shows no home information.
695,55541,Brown University's main campus is located in the second largest city in New England.
696,14847,Ian Gillan writes songs.
697,198545,Catherine Hardwicke is an award-winning film director.
698,137436,Boxing Helena featured Sherilyn Fenn.
699,84710,Buffy the Vampire Slayer is created by Joss Whedon in 1990.
700,126030,Boeing 787 Dreamliner was originally painted in blue.
701,136062,"In 2008, Touch My Body was released."
702,142729,Arjit Singh is male.
703,204577,Commodore is used in few navies.
704,164890,Iran provided weapons training to Hezbollah.
705,84856,Taarak Mehta Ka Ooltah Chashmah does not mean Taarak Mehta's Different Perspectives in English.
706,221237,"The Block (album)'s single was released on May 13, 2008."
707,39958,Leslie Alexander is a former bond trader.
708,14671,The Vandals moved around Eurasia.
709,123238,The New England Patriots got to seven Super Bowls.
710,161809,Planet Hollywood Las Vegas is operated by an American gaming corporation and it is a rich company.
711,86387,Fuller House (TV series) is in a genre.
712,119863,Daenerys Targaryen is a character in A Song of Ice and Fire.
713,117960,The Maltese language is an Afroasiatic language.
714,97222,Caesar is an Orson Welles tribute.
715,18173,Saw II topped film popularity charts in its first week.
716,156499,The Icelandic Coast Guard is responsible for Iceland's coastal defense and it is significant to infrastructure.
717,4423,Elizabeth Olsen is a person.
718,20720,Gotham premiered on Fox.
719,130978,Kaya Scodelario was nominated for two BAFTA.
720,109145,Caesar is an adaptation of Shakespeare's Julius Caesar.
721,93565,Westworld (TV series)'s first season has ten hour-long episodes.
722,125930,The 2003 NCAA Division I Men's Basketball Tournament involved 65 schools and was single-elimination.
723,13560,Malta has Catholicism as its official religion.
724,139505,Stomp the Yard features an American actor born in 1982 in a prominent role.
725,179087,The film The Good German starred Cate Blanchett.
726,105884,Hollow Man has a sequel called Hollow Man 2 released in France.
727,204326,The Latvian Soviet Socialist Republic is known by at least one other name.
728,105134,Matches were contested at SummerSlam.
729,160984,"Since 2011, Mamata Banerjee has actively served as Chief Minster of West Bengal."
730,128532,Tennessee is in America.
731,33844,The KGB was governed by army laws and regulations.
732,2043,Pakistan sits outside of Central and Western Asia.
733,104747,Dulquer Salmaan received an award nomination.
734,44703,"In 1963, the Guthrie Theater's first building began operating."
735,207676,Andrew Carnegie called on the wealthy to improve society.
736,151828,Georgians arose from the ancient Iberian civilizations and they are significant people.
737,4716,Moscovium is a synthetic element.
738,192040,American Library Association is the oldest of its kind and it is in the world.
739,58322,Vatican City is a sovereign state that includes a city and its dependent territories.
740,51247,SummerSlam closed in Brooklyn.
741,222732,Vedic Sanskrit is a language of ancient times.
742,12819,Internet access requires the use of computers.
743,201596,A thunderstorm is a type of weather.
744,10655,The Beverly Hillbillies ranked among the top 20 most watched programs on television for eight of its nine seasosn.
745,79429,The Vandals migrated around Europe.
746,112316,Ice-T signed to Sire Records.
747,6507,Bank of America has machines.
748,203048,Akon has had four songs certified as 3 × platinum in digital sales.
749,52121,Trouble with the Curve is a film.
750,197637,The University of Leicester discovered and identified the remains of a king.
751,152682,Brown University's main campus is located in Providence.
752,105049,Adam Lambert was the second openly gay artist to top the album charts.
753,115459,The Tenth Doctor appears in his standard suit and blazer.
754,6048,SummerSlam was promoted by WWE.
755,106262,Adidas manufactures boots.
756,211009,Resident Evil is a film.
757,22638,Melilla is a Spanish city.
758,177856,Milk is based on a gay rights activist's life.
759,164045,"The Saturn Award for Best Fantasy Film is presented by the Academy of Science Fiction, Fantasy & Horror Films."
760,83669,Kate Walsh was on a sitcom.
761,225262,Brian De Palma is a screenwriter.
762,81304,Mikhail Prokhorov is the former chairman of Polyus Gold.
763,42643,Georges Gilles de la Tourette described symptoms.
764,77616,Night of the Living Dead is a 1968 American independent horror film.
765,27363,Castlevania is an action-platformer which has received numerous video game awards.
766,61817,Ronaldinho has scored 33 goals for the Brazil national football team.
767,220974,Peru was a member of the Group of 15.
768,121398,Jimi Hendrix was a person.
769,56532,Richard Kuklinski has a family.
770,108598,Freddie Highmore starred in the television series Bates Motel as Norman Bates.
771,194571,Kyle Maclachlan has been nominated for two People's Choice Awards.
772,42628,Times Higher Education World University Rankings is released yearly.
773,136604,Zac Efron is a citizen.
774,187546,Matthew Vaughn was renamed Matthew Allard Robert Vaughn.
775,159321,Weill Cornell Medicine is a school as part of a university.
776,101205,Heath Ledger appeared in an independent movie.
777,195144,Backing vocalists provide vocal harmony to another singer.
778,5560,Alberto Contador was stripped of his wins.
779,33573,See You on the Other Side was certified platinum in March 2006.
780,135311,Robert Lorenz directed Trouble with the Curve.
781,163803,Ukrainian Soviet Socialist Republic was a founding participant of the UN.
782,58175,There is a mental disorder called Dissociative identity disorder.
783,85688,Coughing up blood in the morning is one symptom of pulmonary embolism.
784,49752,The Beverly Hillbillies ranked as the number one series of the year.
785,70041,2 Hearts is a musical composition by Minogue.
786,80333,Deepika Padukone has been the object of both favorable and unfavorable critical reviews.
787,122281,Samsung has developed and sold phones.
788,35968,Toy Story 2 first aired in theaters in 1999.
789,226843,"Sejong the Great was born on May 15, 1397."
790,45438,Google Search searches for data based on information entered into a computer.
791,141205,"Manchester United's home stadium is located on Sir Matt Busby Way in Old Trafford, Greater Manchester, England."
792,155132,Birmingham uses an airport.
793,155899,Manchester by the Sea is a movie.
794,176639,Great white sharks are responsible for the largest number of reported and identified fatal unprovoked shark attacks on humans since the 1960s.
795,32490,The Burj Khalifa is a tall building with multiple floors.
796,140663,"Mamata Banerjee was born on January 5th, 1955."
797,126568,Absinthe is allowed in the United States.
798,116026,Kareem Abdul-Jabbar is ranked in rebounds.
799,18397,Scandal plays rock music.
800,130027,"Mars is the site of Valles Marineris, one of the largest canyons in the Solar System."
801,76585,Samsung entered the shipbuilding industries.
802,217115,Innovation is often also ignored as the application of better solutions that meet existing market needs.
803,13882,The American Civil War took place in the southern United States.
804,169573,Annie Lenox has listened to six solo studio albums.
805,39137,Hinduism has a cosmological view of the universe.
806,29704,The Invisible Man was based on a H. G. Wells novel.
807,169313,Hammer Film Productions has worked on horror movies.
808,6433,Macklemore sings with Ryan Lewis.
809,112981,Toy Story 2 was released by Walt Disney Pictures worldwide in 1999.
810,71815,Ed and Lorraine Warren were authors.
811,72081,George Harrison got divorced due to infidelity in 1977.
812,16791,Kate Walsh was on an NBC reality show.
813,79696,Buffy the Vampire Slayer had multiple issues in its production.
814,149675,The Maze Runner won over a dozen awards.
815,107097,The Burj Khalifa contains 57 stairwells.
816,110939,"There were 3,090,953 Mormon members in 1951."
817,209101,Sennacherib's youngest son was Esarhaddon.
818,48032,"Musala is 2,925 dollars."
819,34924,Kenny Chesney's full name is Kenny Clark Chesney.
820,201574,A thunderstorm is a subclass of storm.
821,177847,Milk is based on the life of a person.
822,57433,Hebe and Heracles were married.
823,53525,George III was succeeded by the Prince Regent.
824,125803,Jason Bourne is a book.
825,220237,"The Greek word for ""rule of the best"" is the origin of aristocracy."
826,66044,A. P. J. Abdul Kalam was elected as president.
827,90688,Kate Walsh appeared on a television drama on ABC.
828,96470,Ed and Lorraine Warren were pseudoscience believers.
829,51425,Mutiny on the Bounty is based on a book.
830,129819,Touch My Body is a song by Mariah Carey.
831,43697,Times Higher Education World University Rankings is a printing of rankings done by the Times Higher Education (THE) magazine.
832,84661,Google Search shows famous quotes.
833,23934,Solanum contains flora that have fruit.
834,205127,Gaius Julius Caesar was the father of a daughter.
835,173929,An Education was created by a journalist.
836,14800,Benjamin Franklin was a spokesman.
837,29064,Barbarella is science fiction.
838,115799,Taarak Mehta Ka Ooltah Chashmah is a situational comedy.
839,194746,L. Ron Hubbard died in the 1980s.
840,126314,"In states still using the electric chair to execute people, the prisoner is allowed the choice of an alternative method."
841,61838,John S. McCain Jr. went to school.
842,175455,Death Note is a Japanese television series that draws its title from the manga series of the same name.
843,24885,Jefferson Davis grew up on cotton plantations.
844,111424,SpongeBob SquarePants is media that's been franchised.
845,119989,"On October 25, 2007, The Airbus A380 entered commercial service."
846,78484,Michael Hutchence died in a bedroom.
847,160779,Malta claims to be the historical Melita that is mentioned in the biblical book the Acts of the Apostles.
848,23212,Aubrey Anderson-Emmons is an actress that is a child.
849,46308,Salman Rushdie won a literary prize.
850,170091,"Ann Biderman was born on August 15th, 1951."
851,13553,Ed Decter is a novelist.
852,42226,The Icelandic Coast Guard is responsible for something.
853,204566,Commodore is a naval rank in America.
854,209123,"In 681 BCE, Sennacherib was assassinated."
855,8552,Heath Ledger was in I'm Not There.
856,88619,Adidas is German.
857,171503,"Jiang Wen was born on January 5, 1963."
858,225790,Chinatown's screenplay was by Robert Towne.
859,207321,Military deception overlaps with psychological disorders.
860,89637,Jed Whedon is the son of someone born in a library.
861,40877,Hannah and Her Sisters' last scene takes place at a Thanksgiving dinner.
862,109408,Doxycycline may cause increased risk of sunburn in children.
863,161710,Multicellular organisms include land plants.
864,88172,The oldest branch of physics is astronomy.
865,175879,"From 1997 until the 1999-2000 season, Chris Mullin played with the Indiana Pacers."
866,12948,Kaya Scodelario performed in teen drama Skins.
867,174893,The Alfred P. Murrah Federal Building was demolished at 200 N.W. 5th Street.
868,188977,William Cohen is from Maine.
869,102019,"Around the world, medical school vary in the nature of medical programs."
870,206454,Uta Hagan has a middle name.
871,84673,Finland is sometimes thought to be a part of Scandinavia.
872,162752,Aeneas is in Roman mythology.
873,91644,Anthony Scaramucci is a critic.
874,133233,Touch My Body was released in 2008.
875,607,Cher was united in marriage to Sonny Bono.
876,114010,Adobe Photoshop is part of the American company Adobe Systems.
877,31997,Ekta Kapoor worked on an Indian soap opera that premiered in 2000.
878,163811,Ukrainian Soviet Socialist Republic was a member of the UN.
879,146754,Konidela Production Company is Indian and it is successful.
880,74224,"The Last Song (film) began filming on Monday, June 14th, 2009."
881,195208,Kevin Bacon was in a 2004 film.
882,7032,The left hand side of the Trebbia River is the location of the Battle of the Trebia.
883,151264,The English Wikipedia is an edition of a free online almanac.
884,197632,There was a contribution to the discovery of the remains of King Richard III by the University of Leicester.
885,194892,Rebel in the Rye premiered in 2017.
886,44912,Parkinson's disease causes bradykinesia.
887,27561,The Guthrie Theater's first building was designed by an architect.
888,11145,Benzodiazepine is a medication.
889,54606,Donna Noble travels with the Tenth Doctor.
890,194740,L. Ron Hubbard passed away in 1986.
891,109431,The culture of their Hispano-Roman subjects was gradually adopted by the Visigoths.
892,23943,Emilia Clarke is an actress.
893,64838,The Dodo has been depicted with feet.
894,80800,Rick Ross founded a record label.
895,126266,Ned Stark was employed with a set of actors in a drama.
896,66240,Proponents of globalism tend to advocate for changes in international policy.
897,162409,The Suite Life of Zack & Cody was created by Danny Kallis.
898,109365,"Minor League Baseball is a hierarchy of baseball leagues such as the International League, the Pacific Coast League, and the Mexican League."
899,133021,There is a film called The Big Country.
900,124472,"In 2015, among Americans, more than 50% of adults had consumed alcoholic drink at some point."
901,12475,Physics is a discipline of science.
902,83469,Talulah Riley makes an appearance in St Trinian's.
903,95739,1984 was the year The Hit was released.
904,228585,Telephone consists of a prose-rap.
905,144391,The year 1990 saw the release of the movie Ghost.
906,118081,Battle of the Bastards' initial broadcast was viewed by 7.66 million people.
907,160668,No Strings Attached was released on DVD.
908,204310,There was a republic of the Soviet Union called the Latvian Soviet Socialist Republic.
909,22623,"The Last Song (film) ended filming on August 18th, 2009."
910,90529,"George Harrison's first marriage started in January, 1966."
911,91508,Talulah Riley makes an appearance in The Boat That Rocked.
912,163836,"William Blackstone attended Charterhouse School, where he was educated."
913,179089,The film The Good German starred George Clooney.
914,22726,"In Kentucky, the electric chair has been kept in operation except for those whose capital crimes were committed prior to March 31, 1998, and who choose electrocution."
915,26251,Harry Fraud interned at a recording studio.
916,123236,The New England Patriots reached more than two Super Bowls.
917,98606,Bonobos were separated from the common chimpanzee's dwellings.
918,86198,Oscar Isaac acted as the supervillain Apocalypse in the liveaction movie adaptation.
919,206441,"Uta Hagan was born on June 12th, 1919."
920,62587,Anne Boleyn was maid of honour to the Queen of England.
921,220251,Aristocracy is a term that comes from Greek.
922,219201,Species distribution can be understood through factors such as river capture and available resources.
923,7702,An American directed One True Thing.
924,198566,Catherine Hardwicke has done costume design.
925,206436,Uta Hagan is an American actress.
926,108663,The Hunger Games is a book.
927,185999,Kyra Sedgwick received a Golden Globe Award.
928,192204,"Sacre-Coeur, Paris is publicly dedicated to the Sacred Heart of Jesus and it is in France."
929,211858,See.SZA.Run is an EP.
930,144725,Yemen is the fourth-largest country in the Arabian peninsula.
931,72727,Google Search can return monetary conversions.
932,194737,"L. Ron Hubbard spent the remaining months of his life at the ""Whispering Wind."""
933,32535,Japan is located in Asia.
934,134825,Mom (TV series) has received at least one nomination at the People's Choice Awards.
935,192210,"Sacre-Coeur, Paris is privately dedicated to the Sacred Heart of Jesus."
936,4806,Dark matter is distinct from dark energy.
937,180712,Cary Elwes is from London.
938,152802,"On August 18th, 2009, The Last Song (film) ended filming."
939,201441,A static web page is delivered to the user exactly as stored.
940,70980,Goldie Hawn was in one movie with Chevy Chase.
941,36843,Watchmen is a dark satirical and dystopian take on the superhero genre.
942,4506,Maria Theresa reigned for many years.
943,160053,Levoamphetamine improves the ability to focus on tasks.
944,70536,"SZA's music combines beats from soul, hip hop, and R&B."
945,111662,Producing jazz records is a career of Fred Seibert.
946,223205,FC Bayern Munich was founded by 11 football players.
947,223492,Prague Castle attracts over 2 million visitors annually.
948,26281,Legendary Entertainment has been a subsidiary of Wanda Group since 2016.
949,45566,Clueless (film) was followed by books.
950,216186,Tenacious D's release occurred before 2005.
951,179097,The dramatic film The Good German was directed by Steven Soderburgh.
952,149159,Yemen has a coast.
953,194447,The Indiana Pacers were established.
954,135113,"The Raven (2012 film) was released in the United States on April 27, 2012."
955,152140,David Attenborough was controller of BBC Two.
956,103742,Buffy the Vampire Slayer is a television series.
957,140869,Fuller House (TV series) is a television series' sequel.
958,75449,A player-coach may be an assistant coach or head coach.
959,30233,The Love Club EP is too short to qualify as an album.
960,67568,Jonah Hill made $16 million dollars in 2014.
961,49738,Yugoslavia is also written as literature.
962,151555,"The Washington Monument is made of a rare type of marble, granite, and bluestone gneiss."
963,27701,"Phoenix, Arizona is in the southwestern United States."
964,62419,The Punisher has a protagonist.
965,111074,Kaya Scodelario is an entertainer.
966,15979,Parkinson's disease causes tremors.
967,205076,"The Little Prince (2015 film) is directed by an American film director, writer, producer and animator."
968,148255,"Wolfgang Amadeus Mozart was married to a woman named Constanze, who survived him."
969,207326,Military deception overlaps with a type of warfare.
970,145617,Talulah Riley appeared a film.
971,178216,Move (Little Mix song) was released on the radio in September of 2013.
972,93307,Food Network is offered in a federal democracy based on a constitution.
973,66585,Azithromycin is available as a generic medication for infections.
974,102990,Quay had its first public showing in 2015.
975,41091,"In the British Virgin Islands and Turks and Caicos Islands, the United States dollar is the sole currency."
976,53197,Eugene Ionesco wrote Exit the King.
977,169937,Japan national football team qualified for the last 6 consecutive FIFA World Cups.
978,29555,Yves Saint Laurent is a brand.
979,5455,Betsy Hodges voted in a 2013 election.
980,185183,You Only Live Twice was directed by a man.
981,91798,"In 2015, among Americans, 44% of adults had consumed alcoholic drink in the last month."
982,14310,Qin dynasty dates back to 221 BC.
983,182041,The Fly is a science fiction character.
984,192176,"Sacre-Coeur, Paris is publicly dedicated to the Sacred Heart of Jesus."
985,39021,Yemen has a national flower
986,217390,Fiji Hindi has been subject to impact by Magahi and other Bihari languages.
987,87154,Heroes' first season had a score by Danny Elfman.
988,199669,Andrea Pirlo plays for two teams.
989,159320,Weill Cornell Medicine is a place.
990,220450,The Church of Jesus Christ of Latter-day Saints enforces a law of Sabbath observance.
991,54151,Gray Matters is a TV show.
992,76307,Clancy Brown stars in The SpongeBob SquarePants Movie.
993,40195,Andrew Moray led an uprising against occupation.
994,14366,"Michael Hutchence died on November 22nd, 1997."
995,188577,Pitch Perfect 2 is a recorded work.
996,44837,One of the cast members of the DC Extended Universe is Henry Cavill.
997,222661,A United Kingdom is a biographical romantic comedy film.
998,161101,"Dissociative identity disorder, or DID, may be the result of memory disruptions that have been induced by psychological trauma."
999,7430,Jenny McCarthy modeled for Playboy photographers.
1000,162665,Norman Bates is a character.
1001,160379,Mamata Banerjee is an Indian politician in West Bengal.
1002,104677,Apple Inc. marketed the IPhone 4.
1003,95429,Trouble with the Curve stars an actor.
1004,1484,Zoey Deutch portrayed Stephanie Fleming in Why Him?
1005,171519,Fringe aired in 2008.
1006,56284,Chest sensation is one symptom of pulmonary embolism.
1007,151996,Meghan Markle is someone who campaigns for a cause.
1008,138377,Adidas designs athletic clothing.
1009,154252,"In 2005, The Quiet was released."
1010,199257,Prince Charles and Lady Diana's wedding ceremony was a traditional Church of England service.
1011,43120,Python supports multiple programming paradigms and is highly usable.
1012,174518,Red Bull Racing races under an Austrian permit.
1013,128709,Coeliac disease may not result in increased risk of early death.
1014,118160,Gray Matters is a motion picture.
1015,107764,"Jarhead, a 2005 American biographical war drama, was directed by Sam Mendes."
1016,76711,"Inside Llewyn Davis was screened for the Screen Actors Guild on May 19th, 2013."
1017,17335,James Spader starred in a controversial psychological thriller.
1018,107793,One Dance became number one in the Netherlands.
1019,148776,The ability of organizations to connect to the internet is called Internet Access.
1020,223678,UNICEF UK is a National Committee.
1021,2904,Maria Theresa's father died in 1740.
1022,183459,King Henry III of France was assassinated by a Catholic fanatic.
1023,25131,Night of the Living Dead began as a 1968 film.
1024,68282,Daredevil is based on the Marvel Comics character of the same name.
1025,34026,Aldous Huxley published scripts and he was well-read.
1026,85923,Adidas designs items.
1027,189715,A subgenre of action films is martial arts films.
1028,163818,William Blackstone was born in London.
1029,72923,Fidaa is directed.
1030,152730,Food Network is available in the United States.
1031,175436,A manga series illustrated by Takeshi Obata is the basis for the Japanese television drama series Death Note.
1032,225820,Chinatown was written by Robert Towne.
1033,49398,Hannah and Her Sisters is an American comedy-drama.
1034,147304,Elizabeth of York was the mother of more than one human.
1035,41198,The Wonder Years was a sitcom.
1036,87019,Theresa May served.
1037,192588,Live Nation Entertainment is a Fortune-500 entertainment company.
1038,116129,Salt River Valley is a river valley that contains the Phoenix metropolitan area.
1039,84292,Google Search can return etymology and synonyms.
1040,33796,Ed and Lorraine Warren believed Roman Catholicism.
1041,6487,Nate Diaz participates in mixed martial arts.
1042,50763,"Inside Llewyn Davis was screened for the 66th annual Cannes Film Festival on May 19th, 2013."
1043,1933,Dissociative identity disorder is known as multiple personality disorder.
1044,168086,Jean-Jacques Dessalines ruled over a territory.
1045,179088,Cate Blanchett starred in the film The Good German.
1046,149063,Raven-Symoné is an entertainer.
1047,127166,Alvin and the Chipmunks was directed in America.
1048,212242,"Gory Guerrero died on April 18th, 1990 in his childhood home."
1049,57988,Arjit Singh is a man.
1050,217380,Fiji Hindi is a Western Hindi language.
1051,17915,Fred Seibert has produced comedy programs.
1052,88046,Anne Boleyn is an influential person that was mentioned in many artistic and cultural work.
1053,74789,Victor Frankenstein is a 2015 American film.
1054,111151,Hinduism contains the Yoga philosophy.
1055,7335,Call centers are part of Bank of America.
1056,47365,Vincent D'Onofrio is an Emmy Award winner.
1057,48541,"UNESCO's City of Literature program aims to advocate for the social, economic and cultural development of cities in both the developed and the developing world."
1058,14159,Saw II topped charts in its first week.
1059,85138,There is television series called Younger.
1060,173672,Moesia included Bulgarian Dobrudja.
1061,154383,Warren Beatty co-wrote Reds.
1062,132905,Warren Beatty co-wrote Heaven Can Wait in 1978.
1063,58396,Konidela Production Company was established.
1064,60693,Mercedes-Benz is the largest division of Daimler AG.
1065,158895,Unison (Celine Dion album) was originally released in 1990.
1066,143222,Scaramuccia is another name for Scaramouche.
1067,97752,"In 1966, George Harrison got married for the first time."
1068,26819,"Charles Howard Hinton was a mathematician from Britain, although he died in America."
1069,162652,Probot had a guitar in it.
1070,91200,Volcanic Eruptions formed Java.
1071,111779,Warcraft premiered in London before the United States.
1072,22609,Therasia is based on the volcanic island group of Santorini.
1073,43981,Birmingham is a city and metropolitan borough.
