,id,claim
1069,52780,John DiMaggio has had roles on multiple shows from Nickelodeon.
1070,138263,The Walking Dead (comic book) inspired a film.
1071,97512,Stomp the Yard stars an American actress born in San Diego.
1073,39832,The SpongeBob SquarePants Movie stars Clancy Brown.
1074,24543,Laura Robson won the Wimbledon Junior Girls' Championship at age 14.
1075,106150,Google Search searches for hypotheses based on information entered into a device.
1076,23673,B. R. Ambedkar lived in India.
1079,122596,Adam Lambert was the first openly gay artist to top the U.S. Billboard 200.
1080,221251,"The Block (album) has a single, which was released on May 13, 2008."
1083,32520,The Bengal tiger is from a region.
1084,92675,"Emperor Norton is immortalized by authors from different countries including Sweden, America, and England."
1086,60162,Stephenie Meyer created Edward Cullen.
1088,58449,The MP for Maidenhead was once Theresa May.
1092,51284,"The End of Time is the Tenth Doctor's final adventure, terminating in his death."
1094,174869,The Alfred P. Murrah Federal Building was located in the geographic center of the Oklahoma City metropolitan area.
1096,2147,Elizabeth Olsen was born.
1098,100177,Donald Duck typically wears a neck tie.
1100,73137,Kevin Costner has won eight awards.
1107,129654,Japan consists of islands.
1108,223705,UNICEF UK is one of 36 UNICEF National councils.
1111,130010,The Beguiled had a script.
1115,35115,The Selma to Montgomery marches were part of a broader voting rights movement underway in Selma and they were a significant event of the 20th century.
1117,62434,The Raven (2012 film) was released in Quebec.
1122,128613,"One Flew Over the Cuckoo's Nest won the five major Academy Awards the year it was released, the second film to do so."
1123,104178,House of Balloons is a mixtape.
1125,165701,American Idol (season 8) had Randy Jackson as a judge for the eighth year in a row.
1126,195222,Kevin Bacon played a former murderer.
1127,55888,"The electric chair is an optional form of execution in Alabama, Florida, South Carolina, and Virginia."
1128,36844,Watchmen explores the superhero genre through a dark satirical and dystopian lens.
1130,26836,Rick Ross released Hood Billionaire.
1134,97204,Hannah and Her Sisters is an American 1986 film.
1137,188992,William Cohen is a man.
1138,222725,Vedic Sanskrit is an ancient language dating at least as far back as the second millennium BCE.
1140,183408,"Simi Valley, California, reported a higher concentration of smog than in past years in 2012."
1148,9282,Gamal Abdel Nasser's funeral was in the capital of Egypt.
1150,221252,The Block (album) has only an unofficial single.
1151,131625,Amancio Ortega owns a retail company.
1153,7257,Hermit crabs are crustaceans in the superfamily Paguroidea.
1158,188146,Stephen Moyer acted in a film adaptation of JFK's assassination.
1159,25829,Manchester by the Sea has grossed money.
1162,123647,Google Search displays movie runtimes.
1164,49197,The Raven (2012 film) was awarded in Ireland in 2012.
1165,199807,Sweet Home Alabama is a song that Lynyrd Skynyrd wrote in reply to Neil Young's song Alabama.
1166,50700,The ovary is an organ involved in the creation of new life.
1167,155132,Birmingham uses an airport.
1168,116026,Kareem Abdul-Jabbar is ranked in rebounds.
1169,6433,Macklemore sings with Ryan Lewis.
1170,110939,"There were 3,090,953 Mormon members in 1951."
1171,79696,Buffy the Vampire Slayer had multiple issues in its production.
1175,90688,Kate Walsh appeared on a television drama on ABC.
1176,84661,Google Search shows famous quotes.
1178,126314,"In states still using the electric chair to execute people, the prisoner is allowed the choice of an alternative method."
1180,194746,L. Ron Hubbard died in the 1980s.
1182,86617,Petyr Baelish is reviewed by an American author George R.R. Martin.
1184,207321,Military deception overlaps with psychological disorders.
1186,225790,Chinatown's screenplay was by Robert Towne.
1187,109408,Doxycycline may cause increased risk of sunburn in children.
1189,188977,William Cohen is from Maine.
1190,206454,Uta Hagan has a middle name.
1191,84673,Finland is sometimes thought to be a part of Scandinavia.
1193,607,Cher was united in marriage to Sonny Bono.
1194,31997,Ekta Kapoor worked on an Indian soap opera that premiered in 2000.
1195,163811,Ukrainian Soviet Socialist Republic was a member of the UN.
1196,109719,Touch My Body is a recorded work.
1197,182042,The Fly is a film from the United States.
1198,113824,A. P. J. Abdul Kalam was voted in as the Head of State of India.
1199,194250,Coins of the Swiss franc are used in business.
1201,224195,The 66th Primetime Emmy Awards was hosted by the host of a show.
1203,52509,Stomp the Yard stars an American actor born in 1982.
1207,183405,"In 2012, Simi Valley, California, reported a higher median household income than that of the nation overall."
1209,124677,One of the most notable features of Zoroastrianism is the belief and doctrine that is focused on the arrival of the messiah.
1214,58966,Catherine Keener appeared at a Bernie rally.
1215,50920,A polynomial is an expression and it is important in mathematics.
1216,222737,Vedic Sanskrit is the language of the Vedic texts of Hinduism.
1217,69930,Simon Cowell volunteers at charities.
1219,66059,Johnny Van Zant still performs with a band.
1220,151104,Veep is a show on television.
1222,212029,A Pet can give companionship to elderly adults.
1224,76117,I Want to Know What Love Is is a song.
1225,77007,Mom (TV series) has been nominated at an award show.
1232,74331,Bob Ross was a landscape painter.
1236,107258,Anneliese van der Pol had an early career.
1238,68488,Issa Rae appears in Awkward Black Girl.
1239,99736,Maggie Q starred in a Die Hard movie.
1241,12218,The Africa Cup of Nations had its branding changed to avoid conflict with the World Cup.
1243,62817,The Cyclades are 110 miles southeast of mainland Greece.
1245,70984,House of Balloons is someone's first mixtape.
1247,201597,A thunderstorm has an effect on the Earth's atmosphere.
1248,157320,Certain chemicals induce neuromodulation.
1249,16474,Eurotas (river) is one of Peloponnese's major rivers.
1251,173619,A Drama Desk Award was given to Hair (musical) for best revival of a musical.
1252,195938,Hyksos practiced cat burials.
1253,87072,Anne Boleyn returned to England.
1254,168626,The Thin Red Line (1998 film) has a performance by an actor from the United States who was in The Passion of the Christ.
1255,31422,Dev Patel appeared in a movie.
1259,182926,The cinematography of Far from the Madding Crowd was by at least one person.
1261,136413,Victor Frankenstein is an award-winning film.
1263,23210,Internet access requires the use of hardware like computer terminals.
1265,115175,Japan is represented by several localized governments.
1267,119042,"Annie Lennox was named ""The Greatest White Soul Singer Alive"" by an American cable television network."
1269,8316,Brent Mydland was a member of the Grateful Dead.
1270,4737,Sausage Party was directed by Greg Tiernan and Conrad Vernon.
1274,164901,Hezbollah received accounting training from Iran.
1275,154125,Ed Gein had exhumed corpses.
1277,11478,"Kenny Chesney was born on March 26th, 1968."
1279,74621,There have been at least 29 Africa Cup of Nations.
1288,158897,Unison (Celine Dion album) was originally released in May 1990.
1289,188635,Foot Locker is a retailer from the United States.
1291,426,Absinthe is banned in some countries.
1292,114900,Minor League Baseball is a hierarchy of leagues.
1293,36815,Oscar Isaac played a fictional character.
1296,69722,Kajol is a civilian woman.
1301,51400,Color of Night did horribly in box office ratings.
1303,199260,Prince Charles and Lady Diana were married in July 1981.
1304,55541,Brown University's main campus is located in the second largest city in New England.
1305,74424,Scandal is from Seattle.
1306,39958,Leslie Alexander is a former bond trader.
1307,156499,The Icelandic Coast Guard is responsible for Iceland's coastal defense and it is significant to infrastructure.
1314,177965,Children get candy from Trick-or-Treating.
1317,64190,Samsung has developed and sold semiconductors.
1319,201453,All web pages are driven by server-side scripting or client-side scripting.
1321,105195,The Selma to Montgomery marches were part of a broader voting rights movement underway in writing.
1323,123238,The New England Patriots got to seven Super Bowls.
1329,67569,Jonah Hill earned $16 million dollars in 2014.
1334,88764,Amy Winehouse did not die of alcohol poisoning.
1338,155860,Richard Fortus is a guitarist of Guns N' Roses.
1341,16394,Google Search can find stock quotes.
1343,194572,Kyle Maclachlan has been nominated for an Emmy award because of a television series called Twin Peaks.
1345,57782,Camp Flog Gnaw is an event.
1348,100446,Shomu Mukherjee died of a heart attack in November.
1349,188887,Numenius of Apamea was a Greek philosopher who lived in Syria.
1351,45302,The Battle of the Trebia took place in the province of Piacenza.
1352,149726,Shortness of breath by half capacity is one symptom of pulmonary embolism.
1354,109817,Louis Malle worked in a French industry.
1356,138664,Gotham got its premiere on Fox.
1357,40296,Leslie Alexander owns a team in the NBA.
1358,44809,The Independent Spirit Awards are held the day before the Academy Awards in Santa Monica.
1362,154925,Heath Ledger was in I'm Not There.
1365,48143,Edward Cullen is in America.
1367,156308,Robert Zemeckis has made movies for nuclear families.
1368,33986,Samsung entered the construction and shipbuilding industries in the mid-1950s.
1371,130301,Freddie Highmore starred in a television series.
1374,139553,Lee Daniels directed a film that won 2 Academy Awards in 2001.
1377,28447,The Tenth Doctor makes his penultimate appearance in Journey's End.
1378,27416,"University of Chicago Law School is ranked first for ""Faculty quality based on American Academy of Arts and Sciences Membership."""
1384,6507,Bank of America has machines.
1386,158361,Tennessee was the last state to join the Confederacy.
1387,211009,Resident Evil is a film.
1388,194571,Kyle Maclachlan has been nominated for two People's Choice Awards.
1389,83669,Kate Walsh was on a sitcom.
1390,121398,Jimi Hendrix was a person.
1392,42628,Times Higher Education World University Rankings is released yearly.
1394,101205,Heath Ledger appeared in an independent movie.
1399,14367,"Michael Hutchence died on November 12th, 1997."
1400,16791,Kate Walsh was on an NBC reality show.
1401,140663,"Mamata Banerjee was born on January 5th, 1955."
1402,29704,The Invisible Man was based on a H. G. Wells novel.
1403,169313,Hammer Film Productions has worked on horror movies.
1406,34924,Kenny Chesney's full name is Kenny Clark Chesney.
1411,23934,Solanum contains flora that have fruit.
1413,175455,Death Note is a Japanese television series that draws its title from the manga series of the same name.
1414,61838,John S. McCain Jr. went to school.
1418,46308,Salman Rushdie won a literary prize.
1419,42226,The Icelandic Coast Guard is responsible for something.
1420,88619,Adidas is German.
1421,175879,"From 1997 until the 1999-2000 season, Chris Mullin played with the Indiana Pacers."
1422,161716,Land plants are multicellular organisms.
1424,225868,Revolver has topped multiple charts.
1425,188571,Pitch Perfect 2 centers on a fictional educational institution.
1433,218090,The Indian National Congress was founded during the British Raj.
1436,51885,A Good Day to Die Hard was directed by John Moore.
1438,17731,Hollow Man has a sequel called Hollow Man 2 released in 2006.
1439,25505,Edouard Seguin worked in a place.
1440,192037,American Library Association is old.
1441,151428,"Sonny Bono, whose full name is Salvatore Phillip Bono, was born on February 16, 1935."
1446,195481,Becoming chief justice was William Howard Taft's personal ambition.
1447,23496,Netscape Navigator was a web browser.
1448,164508,The Nobel Prize in Chemistry was given to a human from Holland.
1452,203038,Akon has had more than ten songs certified as 1 × platinum.
1455,51314,Shut Up debuted at number 71.
1456,37432,Automated teller machines are part of Bank of America.
1463,67998,Kareena Kapoor had later success.
1466,147821,Payphone is a lead single on Overexposed.
1468,109914,ASAP Rocky has directed chemistry videos for himself.
1475,1934,Multiple personality disorder is another name for Dissociative identity disorder.
1476,31684,Ice-T signed to Motown Records in 1987.
1481,144542,Yugoslavia failed to be a country.
1482,26623,Pearl (Steven Universe) is a fictional alien being.
1483,178217,Move (Little Mix song) was released in the UK on the album Salute.
1484,78597,Gray Matters stars Robin Wright.
1486,211859,See.SZA.Run is a picture book.
1487,192191,"Sacre-Coeur, Paris is made in a manner that is political."
1489,194214,Mike Friedrich is a comic book writer.
1491,105896,"For two hundred and nineteen years, The Times printed in broadsheet format."
1492,164890,Iran provided weapons training to Hezbollah.
1494,142729,Arjit Singh is male.
1497,25199,Jed Whedon was born in December.
1500,194740,L. Ron Hubbard passed away in 1986.
1502,162409,The Suite Life of Zack & Cody was created by Danny Kallis.
1504,204310,There was a republic of the Soviet Union called the Latvian Soviet Socialist Republic.
1506,87073,Anne Boleyn went back to England.
1507,198566,Catherine Hardwicke has done costume design.
1508,142098,Harry Fraud began interning after graduating high school in 1999.
1509,72727,Google Search can return monetary conversions.
1510,121923,The House of the Spirits is about the life of a young lady during the military dictatorship in Chile.
1511,70980,Goldie Hawn was in one movie with Chevy Chase.
1513,30233,The Love Club EP is too short to qualify as an album.
1516,178216,Move (Little Mix song) was released on the radio in September of 2013.
1520,14310,Qin dynasty dates back to 221 BC.
1521,217390,Fiji Hindi has been subject to impact by Magahi and other Bihari languages.
1523,188577,Pitch Perfect 2 is a recorded work.
1524,162665,Norman Bates is a character.
1528,68282,Daredevil is based on the Marvel Comics character of the same name.
1530,225820,Chinatown was written by Robert Towne.
1532,192588,Live Nation Entertainment is a Fortune-500 entertainment company.
1536,7335,Call centers are part of Bank of America.
1537,173672,Moesia included Bulgarian Dobrudja.
1538,132905,Warren Beatty co-wrote Heaven Can Wait in 1978.
1539,97752,"In 1966, George Harrison got married for the first time."
1541,122204,Georgians arose from the ancient literary works.
1546,204300,The Latvian Soviet Socialist Republic was a state of the Soviet Union.
1547,43586,Pink acted in several movies.
1548,135322,Deepika Padukone has appeared in more than three Indian movies.
1551,108892,Quay premiered in Queens.
1552,77550,Designated Survivor (TV series) is part of ABC.
1553,84970,Shane Black directed The Nice Guys.
1555,71796,Lee Daniels directed an original film.
1557,80764,Some level of success is had by Scream.
1560,54325,Syco was established by Simon Cowell.
1562,24273,LinkedIn has been available in the Turkish language since July 2015.
1563,49168,Spider-Man 2 was released in 2004.
1564,58967,Kenny Chesney is American.
1565,102741,Two and a Half Men featured Charlie Sheen.
1566,109145,Caesar is an adaptation of Shakespeare's Julius Caesar.
1571,204326,The Latvian Soviet Socialist Republic is known by at least one other name.
1575,128532,Tennessee is in America.
1576,203048,Akon has had four songs certified as 3 × platinum in digital sales.
1578,222732,Vedic Sanskrit is a language of ancient times.
1581,201596,A thunderstorm is a type of weather.
1582,197637,The University of Leicester discovered and identified the remains of a king.
1584,6048,SummerSlam was promoted by WWE.
1587,177856,Milk is based on a gay rights activist's life.
1589,136604,Zac Efron is a citizen.
1596,49752,The Beverly Hillbillies ranked as the number one series of the year.
1597,35968,Toy Story 2 first aired in theaters in 1999.
1598,176639,Great white sharks are responsible for the largest number of reported and identified fatal unprovoked shark attacks on humans since the 1960s.
1600,32490,The Burj Khalifa is a tall building with multiple floors.
1601,39137,Hinduism has a cosmological view of the universe.
1608,96470,Ed and Lorraine Warren were pseudoscience believers.
1609,48541,"UNESCO's City of Literature program aims to advocate for the social, economic and cultural development of cities in both the developed and the developing world."
1610,158895,Unison (Celine Dion album) was originally released in 1990.
1611,37745,"In 2015, among Americans, 56% of adults had consumed alcoholic drink in the last month, with 10% preferring wine."
1613,115183,The United States dollar is not exclusively used in the United States.
1614,165693,American Idol (season 8) was moderated by Ryan Seacrest.
1617,11443,David Attenborough served as director of BBC Two.
1619,134473,"On June 14th, 2009, The Last Song (film) began filming."
1621,199674,Andrea Pirlo is an Italian.
1624,177976,Children get bubble gum from Trick-or-Treating.
1625,70935,The world's second largest economy by GDP is China.
1626,124565,"Phoenix, Arizona is a capital."
1627,134592,Project Y's goal was to invent the first nukes.
1631,55956,Adam Lambert was the first openly gay artist to top the album charts.
1632,122583,Honeymoon is the second major-label record by Lana Del Rey.
1635,182907,Nicolas Roeg did the cinematography of Far from the Madding Crowd.
1636,101553,Aldous Huxley published writings.
1637,193540,Bala has received recognition for his work in film.
1638,207669,Andrew Carnegie has a 1889 article proclaiming ``The Gospel of Wealth''.
1639,40944,Cars 3 will be directed by Pixar employee
1640,44856,Paris saw the Warcraft movie before America.
1641,188967,William Cohen is a politician.
1642,8148,Kung Fu Panda made $60.2 million during its opening weekend.
1644,7762,Yin and yang demonstrate a balance between opposed entities.
1646,149090,Charles de Gaulle was a brigadier general.
1648,198558,Catherine Hardwicke has done design work.
1649,66046,"In the highest-grossing Superman film of all time, Henry Cavill played the superhero."
1652,24025,Lorelai Gilmore is related to a character played by Edward Herrmann.
1655,165694,Paula Abdul was an American Idol (season 8) judge.
1656,114247,The Gettysburg Address was criticized by a politician.
1658,108315,The Danish language is spoken in North America.
1662,207693,Andrew Carnegie has a 1889 award.
1663,91889,Atlanta metropolitan area had a population of 5.5 million people.
1668,220245,"Aristocracy is derived from the compound word for ""rule of the best""."
1670,17090,"Pattern recognition systems are trained from labeled ""training"" data."
1672,28706,Key & Peele has won a Peabody Award.
1674,220449,"The Church of Jesus Christ of Latter-day Saints has laws on chastity, health, and fasting."
1675,155390,Two and a Half Men is an US television sitcom.
1676,107543,The Africa Cup of Nations is a football tournament.
1678,9277,"Pocahontas became, in her lifetime, a kind of celebrity and was noted in the context and culture she lived in."
1683,1606,Personality is affected by the development of social relationships.
1685,122812,Bonaire was excluded from the Netherlands Antilles until the country's dissolution.
1686,87808,Eurotas (river) is one of the rivers of Greece.
1688,102079,Zoey Deutch did not portray Rosemarie Hathaway in Vampire Academy.
1689,12482,Richard Dawson was a game show host in the United States.
1690,19326,Ed and Lorraine Warren were Roman Catholic.
1692,195142,Backing vocalists sing with the lead vocalist in a band.
1695,203040,Akon has had more than ten songs certified as gold.
1697,198888,Lois Lane's name was taken from Lola Lane's name.
1698,10721,Port of Spain is a city.
1701,157460,The Burj Khalifa is in Asia.
1704,127772,"University of Chicago Law School is ranked second by Brain Leiter on the 2015 list of ""Top 15 Schools From Which the Most `Prestigious' Law Firms Hire New Lawyers."""
1706,13774,Zac Efron wrestles and boxes.
1707,16646,Andrew Moray led an uprising against occupation in 1297.
1709,175449,Death Note is a Japanese television series that has won critical acclaim.
1710,104298,MS-13 is a thing.
1712,181269,Sean Gunn is best known for his role as Kirk Gleason on Gilmore Girls.
1713,11418,Natasha Lyonne also goes by the name Natasha Bianca Lyonne Braunstein.
1715,188624,Foot Locker operates in 28 countries worldwide.
1718,64114,Menace II Society is set in the 1990s.
1719,34830,Serotonin causes neuromodulation.
1721,123794,Jonah Hill is a screenplay writer.
1722,92471,Sands Hotel and Casino started as a casino.
1730,221245,"The Block (album)'s single was released on November 18, 2008."
1731,82185,Trouble with the Curve was produced by Robert Lorenz.
1732,149991,Mutiny on the Bounty is based on a pre-existing property.
1733,173036,Barcelona is Spain's second most wealthy municipality.
1734,134438,Psych (season 2) aired on the USA Network originally.
1736,207320,Military deception overlaps with psychological warfare.
1737,1932,Team Fortress 2 development was led by an American video game designer.
1739,23446,Emmanuel Macron worked as an inspector.
1740,32109,Anne Boleyn lived in a castle in 1522.
1743,13474,Taarak Mehta Ka Ooltah Chashmah is a sitcom.
1747,11009,The Wonder Years was awarded an Emmy Award.
1748,98832,Elizabeth of York's father was British.
1749,183469,A fellow Protestant murdered King Henry III of France.
1750,67572,"Massachusetts contains Watertown, Massachusetts."
1752,165712,American Idol (season 8) had at least one judge.
1758,195480,William Howard Taft had personal ambition to become chief justice.
1759,37710,Mercedes-Benz is a vehicle manufacturer.
1760,79885,Alvin and the Chipmunks's director was Tim Hill.
1762,46833,Yvonne Strahovski worked on a CBS period drama.
1764,31728,Medical school around the world vary in admission structure.
1766,144183,The Battle of the Trebia took place in the province of Piacenza in Roman Italy.
1769,3637,"There are currently 15,882,417 Mormon members as of 2017."
1770,16392,Keegan-Michael Key played President Barack Obama's anger translator.
1772,93184,Agent Raghav – Crime Branch was nominated for an award.
1775,66211,Psych (season 2) originally aired off of the USA Network.
1776,80573,"On April 10, 2008 Shomu Mukherjee died."
1777,173925,An Education is a coming-of-age drama film.
1779,142620,Tennessee is a producer of grain.
1780,194892,Rebel in the Rye premiered in 2017.
1781,79307,The Siege of Fort Stanwix ended in May.
1782,64838,The Dodo has been depicted with feet.
1787,22623,"The Last Song (film) ended filming on August 18th, 2009."
1788,91508,Talulah Riley makes an appearance in The Boat That Rocked.
1795,185989,Kyra Sedgwick won an award in 2012.
1796,75449,A player-coach may be an assistant coach or head coach.
1798,27701,"Phoenix, Arizona is in the southwestern United States."
1799,5455,Betsy Hodges voted in a 2013 election.
1801,29555,Yves Saint Laurent is a brand.
1803,192176,"Sacre-Coeur, Paris is publicly dedicated to the Sacred Heart of Jesus."
1805,159320,Weill Cornell Medicine is a place.
1807,95429,Trouble with the Curve stars an actor.
1808,173602,Hair (musical) was revived on Broadway in 2009 and ran for three years.
1809,154252,"In 2005, The Quiet was released."
1810,17335,James Spader starred in a controversial psychological thriller.
1811,2904,Maria Theresa's father died in 1740.
1814,116786,"Matt Bomer was only born on May 11, 1977."
1816,50763,"Inside Llewyn Davis was screened for the 66th annual Cannes Film Festival on May 19th, 2013."
1818,88046,Anne Boleyn is an influential person that was mentioned in many artistic and cultural work.
1819,14159,Saw II topped charts in its first week.
1821,227088,Blank Space is on a top 10 list in the country United Kingdom.
1822,26819,"Charles Howard Hinton was a mathematician from Britain, although he died in America."
1823,219170,Species distribution can be understood through factors such as available resources.
1827,207344,Military deception overlaps with the film PSYWAR.
1829,217391,Fiji Hindi is a Western Hindi language.
1831,39616,Two parties claim to be the official government of China.
1832,119283,Adidas manufactures athletic shoes.
1835,51244,Sausage Party is an artistic work.
1836,228064,Caleb McLaughlin was born in the year of the dragon 2001.
1840,185174,You Only Live Twice is a Bond film.
1841,41180,Sarah Hyland was in a movie in December 1999.
1842,2106,Johann Wolfgang von Goethe published the first part of Faust in 1808.
1843,195238,Kevin Bacon acted in a television show.
1844,192014,Adam Lambert is openly gay.
1848,131823,The Punisher is American.
1851,30790,Grease was a cinematic work.
1855,21110,Azithromycin is viewed under many trade names worldwide.
1856,202736,The Chaperone (film) is a creative work.
1858,106836,Exotic Birds opened for an award-winning music duo.
1863,177863,Milk is based on the life of an activist.
1865,87293,Ian Gillan is a producer.
1871,119992,The Ellen Show began its broadcast in the 21st century.
1872,43011,Scandinavia does not include Greenland.
1873,148569,Cleopatre premiered in an author's lifetime.
1874,33604,Birmingham is in the West Midlands.
1875,64155,Ed Decter is a film director.
1877,205131,Gaius Julius Caesar was the father of a Roman dictator.
1878,160825,One of the co-executive producers of Buffy the Vampire Slayer was Korean.
1879,24045,Maria Theresa reigned for 30 years.
1880,72271,Heaven Can Wait was filmed after Here Comes Mr. Jordan.
1881,103325,Spider-Man 2 was released in the 2000s.
1883,113476,Mikhail Prokhorov is an erstwhile chairman of Polyus Gold.
1884,102029,Lee Daniels directed a film that won 6 Academy Awards.
1885,15247,The New England Patriots won six Super Bowls.
1886,140292,Jimi Hendrix was a parachutist in the military.
1887,174874,The Alfred P. Murrah Federal Building was located in a constitutional federal republic in 2000.
1888,11491,Anna Nicole Smith worked for multiple fashion companies.
1889,135020,Sands Hotel and Casino was established before Sahara Hotel and Casino.
1890,162669,Norman Bates is a thrilling fictional character.
1892,23211,Aubrey Anderson-Emmons is a child actress.
1894,67417,A President of the United States was the person who delivered the Gettysburg Address.
1897,80096,Cheese induces neuromodulation.
1898,187567,Dan Brown wrote a book.
1900,35055,Times when movies are playing can be returned by Google Search.
1903,206021,There is a show called The Office (US).
1908,71381,Cleopatre is by Massenet and it is significant.
1910,94812,Catherine Keener appeared in the 2007 film Into the Wild.
1915,103154,Sky UK is a company which serves the United Kingdom.
1916,61366,Jefferson Davis grew up.
1919,182697,Nina Jacobson worked for Walt Disney Pictures until July 2006.
1920,152467,One ABC island is Curacao.
1922,39176,Heath Ledger was in a film inspired by the Cuban Missile Crisis.
1923,144102,Manchester United's first name was the Newton Heath LYR Football Club.
1925,46793,Doxycycline may cause diarrhea in children.
1929,199815,"In reply to two songs from Neil Young's album Harvest, Lynyrd Skynyrd wrote Sweet Home Alabama."
1930,83504,Vampires were undead beings and they were feared.
1932,40655,Vampires caused mischief or deaths in the neighborhoods they inhabited when they were alive and they were feared.
1933,223214,"In 1900, FC Bayern Munich was founded."
1934,70421,One of the co-executive producers of Buffy the Vampire Slayer was Jane Espenson.
1935,198066,Story of My Life was recorded by an English Irish band.
1936,124632,Google Search displays ticket prices.
1937,195229,Kevin Bacon appeared in a film Barry Levinson directed.
1939,119448,Jamie Lee Curtis starred in John Carpenter's Halloween as teenager Laurie Strode.
1943,168622,The Thin Red Line (1998 film) features a performance by an American actor born in the 1960s.
1948,101658,"University of Chicago Law School is ranked first for the 2015 list of ""Faculty quality based on American Academy of Arts and Sciences Membership."""
1951,132312,"Charlotte, North Carolina was the second-largest banking center in the United States from 1995 to 2017."
1955,102872,Pharmacology is a science.
1957,65459,Julie Bowen has a career.
1958,3540,"Jonah Hill ranked 28th on Forbes magazine's ranking of world's highest paid actors from June 5, 2014 to June 5, 2015."
1959,40642,Tangled was released in 2010.
1960,1772,Sabbir Khan directed a film starring an Indian actress.
1966,36953,Part of The Last Song (film) was filmed on a beach.
1967,29786,Anne Boleyn lived in England.
1973,75584,Faye Resnick is known for her appearances on television.
1974,182692,Nina Jacobson is an executive.
1975,214988,Sensitive Skin's first series aired on a television channel.
1976,188637,"Foot Locker operates in 28 countries worldwide, including China."
1978,2295,Richard LaGravenese directed the film P.S I Love You (film).
1979,194247,Coins of the Swiss franc are used in Liechtenstein.
1981,161778,Planet Hollywood Las Vegas is owned by Caesars Entertainment Corporation.
1983,22103,Barbarella was directed by Roger Vadim.
1989,8740,Robert Zemeckis has directed movies.
1991,127244,Prague's historic center is on UNIDO's list of World Heritage Sites.
1992,53472,Ned Stark's cast was nominated for a Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series.
1995,173931,An Education is about a young person's change.
1997,39174,See You on the Other Side was released by Korn.
1998,219198,Species distribution can be understood through factors such as global warming.
