,Game ID,team_name,Report,wins,losses,total_points
23,12,Memphis Grizzlies,"The Memphis Grizzlies (10) defeated the Minnesota Timberwolves (0 - 1) 105 - 101 Wednesday at the FedExForum in Memphis. It was n't the cleanest game ever played, with the Timberwolves handing out 23 turnovers and the Grizzlies racking up 17 of their own, but it was still a tight matchup that ended with a close finish. Marc Gasol put the Grizzlies on his back and helped the Grizzlies get their first victory of the year. Gasol finished the game with 32 points (12 - 17 FG), nine rebounds, three assists, two steals, and two blocked shots, getting a little bit of everything on the stat sheet Wednesday. Not far behind was Zach Randolph, who had 25 points (12 - 16 FG), 13 rebounds, an assist, and a block. Mike Conley also passed the double - digit benchmark and finished with 16 points to go along with one rebound, six assists, and a steal. The other starting guard, Courtney Lee, shot 5 - for - 11 from the field and 2 - for - 4 from behind the arc to score 14 points in 35 minutes of action. Despite the win, the Grizzlies got little output from their bench unit, who only scored 10 of their 105 total points. With a ton of fresh faces, this was finally a shot for Timberwolves' fans to see their new young lineup. Thaddeus Young was very efficient in his debut, scoring 26 points (10 - 18 FG, 2 - 3 3PT, 4 - 4 FT) and grabbing four rebounds, four assists, and two steals. Mo Williams matched Young's efficiency and added 18 points (6 - 9 FG, 2 - 3 3Pt, 4 - 4 FT) of his own. Williams also contributed four assists and a steal. No. 1 overall pick Andrew Wiggins made his regular season debut but only had six points, three rebounds, an assist, and two steals, playing just 18 minutes. The Grizzlies' next game is on the road Friday against the Indiana Pacers, while the Timberwolves will take on the Detroit Pistons on Thursday in Detroit.
","To find the number of wins for Team_name in the game Report, we need to look for the team name ""Memphis Grizzlies"" in the report. 

The report mentions that the Memphis Grizzlies (10) defeated the Minnesota Timberwolves (0 - 1) 105 - 101. 

So, the number of wins for Team_name is 10. 

Here is the answer: 10",The number of Losses for Memphis Grizzlies in the game Report is -1.,"To find the total points for Team_name in the game Report, we need to look for the team name ""Memphis Grizzlies"" and find the total points mentioned in the report.

The report mentions the following total points for the Memphis Grizzlies:
- 105 points in the first sentence.
- 10 points from the bench unit in the last paragraph.

So, the total points for the Memphis Grizzlies in the game Report is 105 + 10 = 115 points.

However, since the instruction asks for the number of total points for Team_name in the game Report if they are mentioned, and the team name is ""Memphis Grizzlies"", we can return the total points as 115."
24,12,Minnesota Timberwolves,"The Memphis Grizzlies (10) defeated the Minnesota Timberwolves (0 - 1) 105 - 101 Wednesday at the FedExForum in Memphis. It was n't the cleanest game ever played, with the Timberwolves handing out 23 turnovers and the Grizzlies racking up 17 of their own, but it was still a tight matchup that ended with a close finish. Marc Gasol put the Grizzlies on his back and helped the Grizzlies get their first victory of the year. Gasol finished the game with 32 points (12 - 17 FG), nine rebounds, three assists, two steals, and two blocked shots, getting a little bit of everything on the stat sheet Wednesday. Not far behind was Zach Randolph, who had 25 points (12 - 16 FG), 13 rebounds, an assist, and a block. Mike Conley also passed the double - digit benchmark and finished with 16 points to go along with one rebound, six assists, and a steal. The other starting guard, Courtney Lee, shot 5 - for - 11 from the field and 2 - for - 4 from behind the arc to score 14 points in 35 minutes of action. Despite the win, the Grizzlies got little output from their bench unit, who only scored 10 of their 105 total points. With a ton of fresh faces, this was finally a shot for Timberwolves' fans to see their new young lineup. Thaddeus Young was very efficient in his debut, scoring 26 points (10 - 18 FG, 2 - 3 3PT, 4 - 4 FT) and grabbing four rebounds, four assists, and two steals. Mo Williams matched Young's efficiency and added 18 points (6 - 9 FG, 2 - 3 3Pt, 4 - 4 FT) of his own. Williams also contributed four assists and a steal. No. 1 overall pick Andrew Wiggins made his regular season debut but only had six points, three rebounds, an assist, and two steals, playing just 18 minutes. The Grizzlies' next game is on the road Friday against the Indiana Pacers, while the Timberwolves will take on the Detroit Pistons on Thursday in Detroit.
","To find the number of wins for Team_name in the game Report, we need to look for the string ""Minnesota Timberwolves"" in the Report. 

The Report mentions that the Memphis Grizzlies (10) defeated the Minnesota Timberwolves (0 - 1) 105 - 101. 

So, the number of wins for Team_name is 0. 

Here is the code to extract the number of wins:

```python
import re

Report = ""The Memphis Grizzlies (10) defeated the Minnesota Timberwolves (0 - 1) 105 - 101 Wednesday at the FedExForum in Memphis.""

Team_name = ""Minnesota Timberwolves""

wins = re.search(r'\b' + Team_name + r'\s*\((\d+)\)', Report)
if wins:
    print(int(wins.group(1)))
else:
    print(-1)
```

When you run this code, it will print 0.","The number of Losses for Team_name (Minnesota Timberwolves) in the game Report is 1. 

So, the answer is: 1.",The total points for the Minnesota Timberwolves in the game Report is 101.
25,13,Brooklyn Nets,"The Brooklyn Nets (37 - 42) defeated the Washington Wizards (45 - 34) 117 - 80 on Friday in Brooklyn. The Nets seized control of this game from the very start, opening up a 31 - 14 lead after the first quarter. They also ended the contest on a very strong note, winning the fourth quarter 42 - 18. Brook Lopez once again led the way for the Nets, as he continues to play his best basketball of the season. He had 26 points (12 - 22 FG) and nine rebounds, and in his last five games is averaging 25 points and 10 rebounds in his last five games. Bojan Bogdonavic was not far behind, scoring 22 points (7 - 12 FG, 6 - 6 3Pt) in 30 minutes off the bench. Jarrett Jack (14) and Thaddeus Young (10) were the only other Brooklyn players to score in double figures, and while he did not reach double figure scoring, Deron Williams still put together a solid stat line of nine points (3 - 11 FG, 2 - 4 3Pt), nine assists and seven rebounds in 31 minutes. The win, along with a Celtics win, leaves the Nets in a tie for the final playoff spot in the Eastern Conference, but they are losing the tiebreaker to Boston. They currently hold a 2 - game lead over the Pacers for that position with just three games left to play in the regular season. The Wizards rested John Wall for the second night in a row, as they do not have much to play for as the season winds down. Bradley Beal played well in the losing effort, scoring a team - high 24 points (10 - 19 FG, 3 - 4 3Pt), while Marcin Gortat recorded a monster double - double of 21 points (9 - 11 FG) and 16 rebounds. Ramon Sessions filled in for Wall once again, but struggled shooting the ball, going 1 - for - 7 from the field for two points to go along with 10 assists and seven rebounds. Even with the loss, Washington is sitting comfortably in fifth place in the East, and since they are unable to move up or down in the standings regardless of the outcomes for these final three games in the regular season. Up next, the Nets will head to Milwaukee Sunday to take on the Bucks, while the Wizards head home Sunday and play the East-leading Hawks.
","To find the number of wins for Team_name in the game Report, we need to look for the phrase ""The Brooklyn Nets (37 - 42)"" and extract the number of wins.

The phrase is: ""The Brooklyn Nets (37 - 42)""

The number of wins is: 37

So, the answer is: 37","To find the number of losses for the Brooklyn Nets in the game report, we need to look for the team's name and the word ""loss"" or ""losses"" in the report.

The team's name is mentioned as ""Brooklyn Nets"" multiple times in the report. 

The word ""loss"" or ""losses"" is mentioned as ""The Wizards rested John Wall for the second night in a row, as they do not have much to play for as the season winds down."" and ""Even with the loss, Washington is sitting comfortably in fifth place in the East,""

However, the word ""loss"" or ""losses"" is not mentioned in relation to the Brooklyn Nets. 

But we can see that the Brooklyn Nets won the game with a score of 117 - 80. 

So, the number of losses for the Brooklyn Nets in the game report is 0.","To find the total points for Team_name in the game Report, we need to look for the total points mentioned in the text. 

The text mentions the following total points for Team_name: 
- 117 (total points for Team_name in the game against the Washington Wizards)

However, we also need to check if there are any other mentions of total points for Team_name in the text. 

The text also mentions the following total points for Team_name in the game against the Washington Wizards:
- 26 (points by Brook Lopez)
- 22 (points by Bojan Bogdonavic)
- 14 (points by Jarrett Jack)
- 10 (points by Thaddeus Young)
- 9 (points by Deron Williams)

We can add these points to get the total points for Team_name in the game against the Washington Wizards:
26 + 22 + 14 + 10 + 9 = 81

However, the text also mentions that the total points for Team_name in the game against the Washington Wizards is 117. 

Since 81 is less than 117, we can conclude that the total points for Team_name in the game Report is 117.

So, the answer is: 117"
26,13,Washington Wizards,"The Brooklyn Nets (37 - 42) defeated the Washington Wizards (45 - 34) 117 - 80 on Friday in Brooklyn. The Nets seized control of this game from the very start, opening up a 31 - 14 lead after the first quarter. They also ended the contest on a very strong note, winning the fourth quarter 42 - 18. Brook Lopez once again led the way for the Nets, as he continues to play his best basketball of the season. He had 26 points (12 - 22 FG) and nine rebounds, and in his last five games is averaging 25 points and 10 rebounds in his last five games. Bojan Bogdonavic was not far behind, scoring 22 points (7 - 12 FG, 6 - 6 3Pt) in 30 minutes off the bench. Jarrett Jack (14) and Thaddeus Young (10) were the only other Brooklyn players to score in double figures, and while he did not reach double figure scoring, Deron Williams still put together a solid stat line of nine points (3 - 11 FG, 2 - 4 3Pt), nine assists and seven rebounds in 31 minutes. The win, along with a Celtics win, leaves the Nets in a tie for the final playoff spot in the Eastern Conference, but they are losing the tiebreaker to Boston. They currently hold a 2 - game lead over the Pacers for that position with just three games left to play in the regular season. The Wizards rested John Wall for the second night in a row, as they do not have much to play for as the season winds down. Bradley Beal played well in the losing effort, scoring a team - high 24 points (10 - 19 FG, 3 - 4 3Pt), while Marcin Gortat recorded a monster double - double of 21 points (9 - 11 FG) and 16 rebounds. Ramon Sessions filled in for Wall once again, but struggled shooting the ball, going 1 - for - 7 from the field for two points to go along with 10 assists and seven rebounds. Even with the loss, Washington is sitting comfortably in fifth place in the East, and since they are unable to move up or down in the standings regardless of the outcomes for these final three games in the regular season. Up next, the Nets will head to Milwaukee Sunday to take on the Bucks, while the Wizards head home Sunday and play the East-leading Hawks.
","To find the number of wins for Team_name in the game Report, we need to look for the team name ""Washington Wizards"" in the report and find the number of wins they have.

The report mentions the following about the Washington Wizards:
- They have 45 wins and 34 losses.
- They lost the game against the Brooklyn Nets.

Since they lost the game, their win count remains the same. Therefore, the number of wins for Team_name in the game Report is 45.","To find the number of losses for the Washington Wizards, we need to look at the report. The report mentions that the Washington Wizards lost to the Brooklyn Nets with a score of 117 - 80. 

So, the number of losses for the Washington Wizards is 1.","To find the total points for Team_name in the game Report, we need to look for the team name ""Washington Wizards"" and find the total points mentioned in the report.

The report mentions the following total points for the Washington Wizards:
- Bradley Beal scored a team-high 24 points.
- Marcin Gortat recorded 21 points.

So, the total points for the Washington Wizards in the game Report is 24 + 21 = 45."
27,14,Washington Wizards,"The Washington Wizards (36 - 37) defeated the Los Angeles Lakers (15 - 58) 101 - 88 at Staples Center on Sunday. Washington ended a short, but important two game losing skid with an easy victory on the road, and are now 3 games back of the Detroit Pistons for the 8 - seed in the Eastern Conference. The Wizards played at a high speed pace, led by John Wall, who diced through the Lakers defense and took advantage of his matchup with D’Angelo Russell. Wall’s 22 points, 13 assists and five rebounds overshadowed his seven turnovers, which proved to be a non - issue seeing the double digit lead his team held for most of the game. The former No. 1 overall pick ran impressive sets with Marcin Gortat, who was on the receiving end of multiple flashy dimes, and turned in 16 points and 10 rebounds. The Lakers got into early foul trouble and ended up with a total of 26 team fouls, but the Wizards shot a poor 16 - of - 29 from the free throw line. Given the amount of times that Los Angeles put Washington on the line, the 13 points loss could well have been a 20 - plus point blowout. D’Angelo Russell was no match defending Wall from getting to the rim, but he did equal his opponents scoring with 22 points of his own. Kobe Bryant has a handful of games left in his career, and the wear and tear of his 20th season reared it’s head a few times during the game. Bryant finished with 17 points, one rebound and two assists on 6 - of - 15 shooting, but also looked sloppy handling the ball at times, which he even recognized after checking himself out of the game. The Lakers will visit the Utah Jazz (36 - 37) on Monday, while the Wizards will head north to take on the Golden State Warriors (66 - 7).
","To find the number of wins for Team_name in the game Report, we need to look for the team name ""Washington Wizards"" in the report and extract the win count.

The report mentions: ""The Washington Wizards (36 - 37) defeated the Los Angeles Lakers (15 - 58) 101 - 88 at Staples Center on Sunday.""

Here, we can see that the win count for the Washington Wizards is 36.

So, the answer is: 36","To find the number of losses for the Washington Wizards, we need to look at the report. The report mentions that the Washington Wizards have a record of 36-37, which means they have 37 losses. 

So, the answer is: 37","To find the total points for Team_name in the game Report, we need to look for the mentions of Team_name and extract the total points.

Team_name is mentioned as ""Washington Wizards"" in the Report. 

The total points for Washington Wizards in the game Report are 101 (their score) and 88 (the score of the Los Angeles Lakers). However, the question asks for the total points of Team_name, which is the Washington Wizards. 

The text does not explicitly mention the total points of the Washington Wizards, but it does mention the scores of the game. The total points for the Washington Wizards can be calculated by adding their score and the score of the Los Angeles Lakers: 101 + 88 = 189.

However, the question asks for the total points of Team_name, which is the Washington Wizards. The text does mention the points scored by some players of the Washington Wizards, such as John Wall (22 points) and Marcin Gortat (16 points). 

The total points for the Washington Wizards can be calculated by adding the points scored by these players: 22 + 16 = 38. However, this is not the total points of the Washington Wizards, but rather the points scored by two of their players.

The text does mention the total points of the Washington Wizards in the game Report, but it is not explicitly stated. However, we can infer that the total points of the Washington Wizards are 101, which is their score in the game.

So, the total points for Team_name in the game Report is 101."
28,14,Los Angeles Lakers,"The Washington Wizards (36 - 37) defeated the Los Angeles Lakers (15 - 58) 101 - 88 at Staples Center on Sunday. Washington ended a short, but important two game losing skid with an easy victory on the road, and are now 3 games back of the Detroit Pistons for the 8 - seed in the Eastern Conference. The Wizards played at a high speed pace, led by John Wall, who diced through the Lakers defense and took advantage of his matchup with D’Angelo Russell. Wall’s 22 points, 13 assists and five rebounds overshadowed his seven turnovers, which proved to be a non - issue seeing the double digit lead his team held for most of the game. The former No. 1 overall pick ran impressive sets with Marcin Gortat, who was on the receiving end of multiple flashy dimes, and turned in 16 points and 10 rebounds. The Lakers got into early foul trouble and ended up with a total of 26 team fouls, but the Wizards shot a poor 16 - of - 29 from the free throw line. Given the amount of times that Los Angeles put Washington on the line, the 13 points loss could well have been a 20 - plus point blowout. D’Angelo Russell was no match defending Wall from getting to the rim, but he did equal his opponents scoring with 22 points of his own. Kobe Bryant has a handful of games left in his career, and the wear and tear of his 20th season reared it’s head a few times during the game. Bryant finished with 17 points, one rebound and two assists on 6 - of - 15 shooting, but also looked sloppy handling the ball at times, which he even recognized after checking himself out of the game. The Lakers will visit the Utah Jazz (36 - 37) on Monday, while the Wizards will head north to take on the Golden State Warriors (66 - 7).
","To find the number of wins for Team_name in the game Report, we need to look for the team name ""Los Angeles Lakers"" in the report and extract the win-loss record.

The report mentions the following win-loss records:
- Washington Wizards (36 - 37)
- Los Angeles Lakers (15 - 58)
- Utah Jazz (36 - 37)
- Golden State Warriors (66 - 7)

The win-loss record for the Los Angeles Lakers is (15 - 58), which means they have 15 wins.

So, the number of wins for Team_name in the game Report is: 15","To find the number of losses for the Los Angeles Lakers, we need to look at the report. The report mentions that the Los Angeles Lakers (15 - 58) have a record of 15 wins and 58 losses. 

So, the number of losses for the Los Angeles Lakers is 58.","To find the total points for Team_name in the game Report, we need to look for the mentions of Team_name and extract the total points.

Team_name is mentioned as ""Los Angeles Lakers"" in the Report. The total points for the Los Angeles Lakers in the game are 88.

So, the answer is: 88"
29,15,Cleveland Cavaliers,"The Cleveland Cavaliers (53 - 29) defeated the Washington Wizards (46 - 36) 113 - 108 on Wednesday at Quicken Loans Arena in Cleveland. With 50 seconds left in the game, Kendrick Perkins was able to hit a jumper and put the Cavaliers up two. It was Dejuan Blair who came up big for the Wizards though, banking in a shot to tie the game with just over seven seconds left in the game. Matthew Dellavedova had a chance to win the game at the end of regulation, but he missed and it went to overtime. In overtime, the Cavaliers took control of the game and ended up winning a momentum builder for the playoffs. Both teams had locked up their playoff spots before this game, but we now know for sure who each will play. The Wizards will take on the Toronto Raptors in the first round, while the Cavaliers will play the Boston Celtics. With LeBron James being held out of the lineup and the usual starters getting very limited minutes, it was the bench that took over this game for the Cavaliers. Iman Shumpert and Matthew Dellavedova had the biggest games off the bench. Shumpert went 7 - for - 12 from the field and 3 - for - 5 from the three - point line to score 18 points, while also adding six rebounds and two steals. Dellavedova, on the other hand, went 6 - for - 11 from the floor and 4 - for - 5 from deep to score 18 points, to go along with 12 assists and two steals. The double - double was the first for Dellavedova on the year, while both his point and assist totals were season - highs as well. Tristan Thompson was the other bench player to reach double figures. In 21 minutes, he finished with 12 points (4 - 7 FG, 4 - 4 FT) and eight rebounds, boosting his April averages to 7 points and 8 rebounds per game over 23 minutes. Playing just 18 minutes with the starters, Kevin Love was still very efficient with his time and chipped in with 19 points (6 - 12 FG, 5 - 6 3Pt, 2 - 2 FT) and three rebounds before getting most of the night off for rest. Like the Cavaliers, the Wizards rested the majority of their players, as John Wall, Bradley Beal and Paul Pierce were all held out of this matchup. It was Martell Webster who had the biggest outing, as he came off the bench for 20 points (5 - 9 FG, 3 - 5 3Pt, 7 - 8 FT) and three rebounds over 36 minutes. The 20 points were a new season - high for the forward, as he had yet to break double figures in points during this season. Rasual Butler was another reason the Wizards were able to keep this game close. He finished with 17 points (7 - 19 FG, 3 - 8 3Pt), seven rebounds and two steals, while playing 45 minutes. It was a nice end to the season for Butler, who finishes the year with averages of 8 points and 3 rebounds over 74 games. Both Kevin Seraphin and Ramon Sessions reached double figures in points as well. Seraphin recorded 12 points (6 - 13 FG, 0 - 1 FT), 12 rebounds and three blocked shots, while Sessions added 14 points (4 - 8 FG, 2 - 2 3Pt, 4 - 6 FT) and six assists. This marks the final regular season game for both teams, but each will head into the playoffs which start this weekend.
",The number of wins for Team_name in the game Report is 53.,"The team name is Cleveland Cavaliers. According to the report, the Cleveland Cavaliers won the game with a score of 113 - 108 against the Washington Wizards. Therefore, the Cleveland Cavaliers did not lose this game. 

So, the number of Losses for Team_name in the game Report is: -1.","To find the total points for Team_name in the game Report, we need to look for mentions of Team_name and their total points in the text.

Team_name is mentioned as Cleveland Cavaliers, and their total points are mentioned as 113.

So, the total points for Team_name in the game Report is 113."
30,15,Washington Wizards,"The Cleveland Cavaliers (53 - 29) defeated the Washington Wizards (46 - 36) 113 - 108 on Wednesday at Quicken Loans Arena in Cleveland. With 50 seconds left in the game, Kendrick Perkins was able to hit a jumper and put the Cavaliers up two. It was Dejuan Blair who came up big for the Wizards though, banking in a shot to tie the game with just over seven seconds left in the game. Matthew Dellavedova had a chance to win the game at the end of regulation, but he missed and it went to overtime. In overtime, the Cavaliers took control of the game and ended up winning a momentum builder for the playoffs. Both teams had locked up their playoff spots before this game, but we now know for sure who each will play. The Wizards will take on the Toronto Raptors in the first round, while the Cavaliers will play the Boston Celtics. With LeBron James being held out of the lineup and the usual starters getting very limited minutes, it was the bench that took over this game for the Cavaliers. Iman Shumpert and Matthew Dellavedova had the biggest games off the bench. Shumpert went 7 - for - 12 from the field and 3 - for - 5 from the three - point line to score 18 points, while also adding six rebounds and two steals. Dellavedova, on the other hand, went 6 - for - 11 from the floor and 4 - for - 5 from deep to score 18 points, to go along with 12 assists and two steals. The double - double was the first for Dellavedova on the year, while both his point and assist totals were season - highs as well. Tristan Thompson was the other bench player to reach double figures. In 21 minutes, he finished with 12 points (4 - 7 FG, 4 - 4 FT) and eight rebounds, boosting his April averages to 7 points and 8 rebounds per game over 23 minutes. Playing just 18 minutes with the starters, Kevin Love was still very efficient with his time and chipped in with 19 points (6 - 12 FG, 5 - 6 3Pt, 2 - 2 FT) and three rebounds before getting most of the night off for rest. Like the Cavaliers, the Wizards rested the majority of their players, as John Wall, Bradley Beal and Paul Pierce were all held out of this matchup. It was Martell Webster who had the biggest outing, as he came off the bench for 20 points (5 - 9 FG, 3 - 5 3Pt, 7 - 8 FT) and three rebounds over 36 minutes. The 20 points were a new season - high for the forward, as he had yet to break double figures in points during this season. Rasual Butler was another reason the Wizards were able to keep this game close. He finished with 17 points (7 - 19 FG, 3 - 8 3Pt), seven rebounds and two steals, while playing 45 minutes. It was a nice end to the season for Butler, who finishes the year with averages of 8 points and 3 rebounds over 74 games. Both Kevin Seraphin and Ramon Sessions reached double figures in points as well. Seraphin recorded 12 points (6 - 13 FG, 0 - 1 FT), 12 rebounds and three blocked shots, while Sessions added 14 points (4 - 8 FG, 2 - 2 3Pt, 4 - 6 FT) and six assists. This marks the final regular season game for both teams, but each will head into the playoffs which start this weekend.
","To find the number of wins for Team_name in the game Report, we need to look for the team name ""Washington Wizards"" in the report and find the number of wins mentioned for them.

The report mentions that the Washington Wizards had 46 wins in the season, but it does not explicitly mention the number of wins in the game against the Cleveland Cavaliers. However, it does mention that the Cavaliers won the game 113-108, which means the Wizards lost the game.

So, the number of wins for Team_name in the game Report is -1.","The team name is Washington Wizards. According to the report, they lost the game 108-113. 

So, the number of Losses for Washington Wizards in the game Report is 1.","To find the total points for Team_name in the game Report, we need to look for mentions of Team_name and their total points. 

Team_name is mentioned as Washington Wizards. 

In the Report, the total points for Washington Wizards are not directly mentioned. However, we can find the total points for each player of Washington Wizards and sum them up.

Here are the total points for each player of Washington Wizards:
- Martell Webster: 20 points
- Rasual Butler: 17 points
- Kevin Seraphin: 12 points
- Ramon Sessions: 14 points
- Dejuan Blair: not mentioned
- John Wall: not mentioned
- Bradley Beal: not mentioned
- Paul Pierce: not mentioned

Since Dejuan Blair, John Wall, Bradley Beal, and Paul Pierce are not mentioned, we will ignore them.

The total points for Washington Wizards are: 20 + 17 + 12 + 14 = 63 points.

So, the number of total points for Team_name in the game Report is 63."
31,16,Los Angeles Lakers,"The Los Angeles Lakers (5 - 23) defeated the Denver Nuggets (11 - 17) 111 - 107 on Tuesday night. The game was a tale of two halves, as these teams showed why they have struggled so much this season. The Nuggets scored 64 points in the first half to take a 13 - point lead, but blew it in the second half with some bad defense. The Lakers outscored Denver 32 - 16 in the third quarter and went to Kobe Bryant to close things out at the end. Denver made some crucial errors late and it really hurt them in a game they really should have won. It was a vintage Kobe performance, as he carried the Lakers to a much needed win. He matched his season - high with 31 points and hit multiple baskets late to seal the victory. Jordan Clarkson and Lou Williams both played good as well, as they scored 36 points combined. The offense has been terrible all season, for the Lakers, but this 111 - spot will hopefully get them going. Their next game will be on Christmas, when they take on the Los Angeles Clippers. The Nuggets had a season - high 21 - point lead in the second quarter, but managed to choke that away. They let the Lakers go on a 23 - 3 run between the second and third quarter and could never recover after that. Will Barton scored 18 points in the first quarter, but really struggled after that, finishing with 25 in the game. The one bright spot was the bench, as all four players who came off the bench scored at least nine points while accumulating 58 points all together. Denver also played this game without Danilo Gallinari and that might have been the key in the loss with no go - to weapon at the end of the game. This was a brutal loss for Nuggets fans and they'll look to bounce - back on Wednesday when they take on the Phoenix Suns.
","To find the number of wins for Team_name in the game Report, we need to look for the string ""Los Angeles Lakers"" in the Report. 

The Report mentions ""The Los Angeles Lakers (5 - 23) defeated the Denver Nuggets (11 - 17) 111 - 107 on Tuesday night."" 

So, the number of wins for Team_name is 5. 

Therefore, the answer is: 5","To find the number of losses for the Los Angeles Lakers, we need to look at the report. The report mentions that the Los Angeles Lakers have a record of 5 - 23. 

So, the number of losses for the Los Angeles Lakers is 23.",The total points for Team_name (Los Angeles Lakers) in the game Report is 111.
32,16,Denver Nuggets,"The Los Angeles Lakers (5 - 23) defeated the Denver Nuggets (11 - 17) 111 - 107 on Tuesday night. The game was a tale of two halves, as these teams showed why they have struggled so much this season. The Nuggets scored 64 points in the first half to take a 13 - point lead, but blew it in the second half with some bad defense. The Lakers outscored Denver 32 - 16 in the third quarter and went to Kobe Bryant to close things out at the end. Denver made some crucial errors late and it really hurt them in a game they really should have won. It was a vintage Kobe performance, as he carried the Lakers to a much needed win. He matched his season - high with 31 points and hit multiple baskets late to seal the victory. Jordan Clarkson and Lou Williams both played good as well, as they scored 36 points combined. The offense has been terrible all season, for the Lakers, but this 111 - spot will hopefully get them going. Their next game will be on Christmas, when they take on the Los Angeles Clippers. The Nuggets had a season - high 21 - point lead in the second quarter, but managed to choke that away. They let the Lakers go on a 23 - 3 run between the second and third quarter and could never recover after that. Will Barton scored 18 points in the first quarter, but really struggled after that, finishing with 25 in the game. The one bright spot was the bench, as all four players who came off the bench scored at least nine points while accumulating 58 points all together. Denver also played this game without Danilo Gallinari and that might have been the key in the loss with no go - to weapon at the end of the game. This was a brutal loss for Nuggets fans and they'll look to bounce - back on Wednesday when they take on the Phoenix Suns.
","To find the number of wins for Team_name in the game Report, we need to look for the team name ""Denver Nuggets"" in the report. 

The report mentions that the Denver Nuggets had a record of 11 - 17. 

So, the number of wins for Team_name is 11.","Based on the report, the Denver Nuggets lost the game against the Los Angeles Lakers. 

So, the number of Losses for the Denver Nuggets is 1.","To find the total points for Team_name in the game Report, we need to look for the mentions of Team_name and the total points. 

Team_name is mentioned as ""Denver Nuggets"" and the total points are mentioned as 25 for Will Barton and 107 for the Denver Nuggets.

However, the question asks for the total points for Team_name. The total points for the Denver Nuggets are mentioned as 107. 

So, the answer is: 107."
33,17,Dallas Mavericks,"The visiting Dallas Mavericks took down the Portland Trail Blazers on Friday, 108 - 104. Dallas (20 - 30) has picked up steam in recent weeks after what was an abysmal start to the season. Friday's victory was marked by a breakout performance from D-League call - up Yogi Ferrell. Ferrell, who shot an astounding 9 - of - 11 from three - point range, scored a career - high 32 points to lead the Mavericks including a game - clinching three - pointer with under 30 seconds remaining. While Ferrell dropped jaws with his impressive play, wing Wesley Matthews also put together a stellar performance, scoring 27 points and coming away with six rebounds. As a whole, the team earned the win on the backs of strong three - point shooting. The Mavs shot an impressive 17 - of - 31 from beyond the arc. Portland (22 - 29), meanwhile, was let down by star point guard Damian Lillard. Lillard shot just 4 - of - 20 on the night in quite possibly his worst outing of the season. On the other hand, wing Evan Turner steped up for one of his best performances as a Blazer. Turner scored 24 points on 10 - of - 17 shooting. The Blazers held a rare advantage in the rebounding column, but were unable to shoot with nearly the efficiency of Dallas, ultimately ending in the loss. The Blazers will visit OKC on Sunday, while the Mavericks will visit Denver on Monday.
","To find the number of wins for Team_name in the game Report, we need to look for the team name ""Dallas Mavericks"" in the report and count the number of times it appears as the winner.

The report mentions the following wins for the Dallas Mavericks:
- ""The visiting Dallas Mavericks took down the Portland Trail Blazers on Friday, 108 - 104.""

So, the Dallas Mavericks won 1 game in the report. 

The answer is: 1","Based on the given context, the team name is ""Dallas Mavericks"". 

In the report, it is mentioned that ""Dallas (20 - 30) has picked up steam in recent weeks after what was an abysmal start to the season."" This implies that the team has 30 losses.

So, the number of losses for the team is 30.","To find the total points for Team_name in the game Report, we need to look for mentions of the team's name and the total points. 

The team's name is ""Dallas Mavericks"" and the total points are mentioned as 108 for the visiting team and 104 for the home team. 

However, we are interested in the total points for the ""Dallas Mavericks"". 

The text mentions that the ""Dallas Mavericks"" scored a total of 108 points. 

So, the total points for Team_name in the game Report is 108."
34,17,Portland Trail Blazers,"The visiting Dallas Mavericks took down the Portland Trail Blazers on Friday, 108 - 104. Dallas (20 - 30) has picked up steam in recent weeks after what was an abysmal start to the season. Friday's victory was marked by a breakout performance from D-League call - up Yogi Ferrell. Ferrell, who shot an astounding 9 - of - 11 from three - point range, scored a career - high 32 points to lead the Mavericks including a game - clinching three - pointer with under 30 seconds remaining. While Ferrell dropped jaws with his impressive play, wing Wesley Matthews also put together a stellar performance, scoring 27 points and coming away with six rebounds. As a whole, the team earned the win on the backs of strong three - point shooting. The Mavs shot an impressive 17 - of - 31 from beyond the arc. Portland (22 - 29), meanwhile, was let down by star point guard Damian Lillard. Lillard shot just 4 - of - 20 on the night in quite possibly his worst outing of the season. On the other hand, wing Evan Turner steped up for one of his best performances as a Blazer. Turner scored 24 points on 10 - of - 17 shooting. The Blazers held a rare advantage in the rebounding column, but were unable to shoot with nearly the efficiency of Dallas, ultimately ending in the loss. The Blazers will visit OKC on Sunday, while the Mavericks will visit Denver on Monday.
","To find the number of wins for Team_name in the game Report, we need to look for the team's name and the number of wins. 

In the Report, the team's name is mentioned as ""Portland Trail Blazers"" and their record is (22 - 29). 

So, the number of wins for Team_name is 22. 

Here is the answer: 22","Based on the report, the Portland Trail Blazers (Team_name) lost the game against the Dallas Mavericks. 

So, the number of Losses for Team_name is 1.","To find the total points for Team_name in the game Report, we need to look for the team name ""Portland Trail Blazers"" and find the corresponding points.

In the Report, we see that the Portland Trail Blazers scored a total of 104 points. 

So, the answer is: 104"
