,review
1902,"An interesting movie with Jordana Brewster as a young woman who travels to Europe in an attempt to find out what became of her older sister (Cameron Diaz) who mysteriously died years earlier. Brewster is very good and keeps you involved despite some unrealistic plotting, such as having her amazinly find and start a romance with her dead sister's much older boyfriend (Christopher Eccleston). Still, mostly good. GRADE: B"
1904,"Duck_of_Death needs to watch this film again, as his major criticism is completely baseless. The film never once forgot about the time delay, and it was mentioned explicitly in a couple of places. The crew were never shown having conversations with mission control that didn't obey the time delay rules.<br /><br />One thing I did think was a bit far-fetched was the amount of risk involved - would a crew land on a planet on which pressure suits would only last two hours? I doubt it. Would a manned space ship go into a star's corona? I doubt it. Would humans land on a moon that was being bombarded with huge amounts of radiation? I doubt it. Also, the ship seemed overly sturdy. Would a ship designed like that risk atmospheric flight to slow it down? I doubt it. Would it survive being hit by comet debris? I doubt it. I think in both cases the stresses on the structure would be too much. But all-in-all, the unlikely scenarios were compensated by some nicely done special effects, good editing and production, and some good acting, especially by the actors portraying the ship's commander and the Russian cosmonaut."
1905,"I don't remember this film getting a cinema release over here. I only saw it when it came onto cable. The film deals with the dehumanisation of children into killing machines. Specifically one person, the way he gets replaced and dumped (literally) into an off-world community where he finds himself unable to cope with coming to terms with who he really is and what he feels.<br /><br />Seems to me that a lot of people expected this to be Rambo in space, and would have been happy if it was.<br /><br />I'm certainly happy it was'nt - Kurt does a fine job of portraying an emotional cripple. The scene where he's sitting outside the compound shows this, albeit the decision for two slow-mo replays detracts from the moment.<br /><br />This is not a classic SF movie in the way that Bladerunner, Alien, Silent running, Logan's run or THX1138 were, however it is unfortunately the nearest I've seen to it in a long time.<br /><br />He changes in the movie to a believable degree, he does'nt crack Arnie one liners, he does'nt become Snake Plissken and there is no definative happy ending.<br /><br />That's why this film did'nt do well. It did'nt follow formula, and among a 18-25 year old target American audience, that's unforgivable as it was was'nt what they expected to see.<br /><br />Fear and discipline.<br /><br />Always."
1910,"I had heard interesting critics on this movie. I believed it was a love story but I wasn't sure what was the plot about. So, when I finally saw it, I found myself in the middle of a love relationship between the ex-con Isabel (Isabel Ampudia) and the junkie Rufo (Sebastián Haro). So, a love story but not probably what I was expecting.<br /><br />The movie is focused on Isabel, as she struggles to get back into society. She doesn't want to return back to her neighborhood and she finds herself without a home or anywhere to go. So, while she just experiences those first hours of freedom after being released from jail she came across Rufo, an old acquittance of her which while she was in had become a junkie and lives on the streets. Not having where to go, and without money or feasible source of income, she decides to join Rufo on his residence: a covered area on a lonely street.<br /><br />The story by itself is moving. It explains how the, impossible, relationship between Isabel and Rufo gets deeper until the the almost final twist of the movie.<br /><br />Definitely, the movie is worth watching. Sebastián Haro is splendid in his role of the junkie. A person being able of both being an innocent and tender giving person and a ruthless street scum. Just depending whom deals him with. I believe his role.<br /><br />On the other hand, I don't quite believe the role of Isabel Ampudia. Although the movie tries to show the bitterness inside her through several scenes, she is not capable to make me believe it. She is in a way too sweet and too honest for which might be expected of somebody on the same situation.<br /><br />The movie tries to show a love on a desperate situation. It is a enjoyable movie. But the feeling I get when the movie ends is that Isabel, with the way of thinking and acting she has, would never have arrived to that situation. Her role, partly because of the script, partly because of the acting is difficult to believe.<br /><br />I specially like the ending, and because of it I have raised my rating one or two points. I liked its bittersweetness and the fact of showing that sometimes, survival instinct is above other more spiritual considerations as love.<br /><br />Summarizing, an interesting movie, but it lacked some punch to be a total ""must see""."
1912,"First of all, nothing will ever compare to the original movie, but for gosh sakes, they're not trying to. It is just one persons opinion about what could have happened after Rhett left Scarlett at Tara. I for one thought it was a terrific movie and would like to add it to my GWTW collection. The scenery alone would make me want to watch the movie. Just view this movie as an extension of the original and don't think they are trying to replace Vivian Leigh and Clark Cable and you will enjoy it a lot. They really captured the spoiled selfishness of Scarlett in many of the scenes and you can see from the longing in the looks from Rhett that he is clearly still in love with Scarlett. The fact that you can recognize many of the actors in the movie is another plus even though some of them have only been seen on TV. I always wanted them to have other children after Bonnie Blue died in the movie and this satisfied my need perfectly. <br /><br />Lore60"
1913,"I don't hand out ten star ratings easily. A movie really has to impress me, and The Bourne Ultimatum has gone far beyond that. Furthermore, this trilogy has come together so nicely, that I believe it to be one of the greatest motion picture trilogies of our time. Though all three films could not be any more different from the Ludlum novels, they still stand as a powerful landmark in cinematic achievement. The Bourne Ultimatum made me want to cry that the series was complete, yet I could not even attempt to stop smiling for hours.<br /><br />From the moment that the opening title appeared, I knew we were in for a ride. Paul Greengrass has done it again. Everything we love from the previous Bourne films is here once again: the action, the dialogue, and of course the shaky camera. However for me, that last one was never a problem. I think it adds to the suspense.<br /><br />I will be back to see this film several times before it is released on DVD, simply because it is genius. It is a perfectly satisfying conclusion, and should stand the test of time as a fantastic movie, and altogether, an unforgettable trilogy."
1914,"Seriously, I don´t really get why people here are bashing it. I mean,<br /><br />the idea of a killer snowman wreaking havoc on a tropical island paradise is pretty absurd. The good news is, the producers realized it and made it a comedy in the vein of Army of Darkness. <br /><br />Especially in the second half of the film, when the little killer snowballs attack, I laughed my ass off. For example, the put one of the little creeps into a blender (a la Gremlins 1) and mix it. After that, it morphs back into a snowball and squeals with a high pitched voice ""That was fun!"".<br /><br />Bottom line - incredible movie, rent it."
1915,"It's been a while since I've watched this movie, and the series, but now I'm refreshing my memory! This was a very funny movie based on the classic series! Johnny Knoxville and Seann William Scott were hilarious together. Bo and Luke Duke help Uncle Jesse run Moonshine in the General Lee. When Boss Hogg forces the Dukes off their farm, Bo and Luke sneak around Hogg's local construction site and find samples of coal. They soon realize that Boss Hogg is gonna strip-mine Hazzard County, unless the Dukes can stop him, with the help of their beautiful cousin, Daisy. My only two problems with the movie was that Burt Reynolds wasn't right for the part of Boss Hogg, and Sheriff Rosco P. Coltrane was way too serious. Other than that, I highly recommend THE DUKES OF HAZZARD!!!"
1916,"I had never heard of this movie, but I like Heath Ledger and Bryan Brown and the story sounded interesting, so I figured I'd give it a shot. I found it to be very enjoyable. Heath Ledger plays a 19 year old who works a kind of crappy job and wants to start making some serious dough, so he goes and asks for work from mobster Bryan Brown. I won't go into details but things go very bad for Ledger and gets into big trouble with Bryan Brown. From their on the movie just gets better and better, with one scene involving Ledger hooking up with a pair of bank robbers. And lets not forget the beautiful Rose Byrne, who plays Ledger's love interest. I would definitely recommend this movie."
1917,"Teamo Supremo are three kids, consisting of their leader- Captain Crandall, Rope Girl and Skate Lad, all with their own battlecry (buza! chika! woopa!) and outfit and moves. They work for the governor, Kevin, and were recruited after wishing to be heroes and playing at that game. They lead normal lives as well, and have family and school duties, but most of the action takes place away from school fighting villains. The villains all have rather unique and singular traits, such as Mister Vague and his men who never seem to know what their plans are but act anyway. From an evil robot to a wicked baron the three have to encounter them and stop their evil, and often strange, plans to gain power, take revenge etc.<br /><br />The animation itself is quite nice and smooth, but the style appears to be simple on purpose. The backgrounds have overlapping colour and the buildings seem futuristic. The music is quite nice, and the show isn't too bad altogether, although the style isn't my favourite.<br /><br />The plots are almost always nonsensical and ridiculous, but after all this is a cartoon and one can't blame them for that. However this would not be in the same rank as Fillmore! or Pepper Ann."
1919,"After 10 viewings in 20 years I too think this was the Crazy Gang's best effort on film, with more cohesion in the plot than their next best, ""Alf's Button Afloat"". They were indeed a crazy trio of double acts thrown together mainly on stage, sometimes in front of royalty, until Chesney Allen retired in the '40's through ""ill-health"". He outlived them all by years. Apparently they were just as mad outside ""work"", regularly playing practical jokes on one another.<br /><br />The Six Wonder Boys troupe head for I'll-Get-Her-To-Tell-Me (Alaska) to dig for the gold that was being found there. It seemed a better idea than going to Mansfield ... because they'd been there. When they get to Red Gulch they find their information was a mere 40 years out of date - they thought that the chips that were in the guilty newspaper they'd read tasted funny. But by then it doesn't matter as they've all fallen in love with Snow White and want to help her grandad find his long lost stash of gold. Baddie Bill ""M"" McGrew wants it himself however.<br /><br />The number of verbal and visual puns is astonishing, but most of them will probably only make sense(?) to Brits and ex-pats interested in seeing '30's British b&w comedies. Imho nearly all of the gags and routines work, including the Gold If patter between Bud & Chesney and the ""Whistle While You Work"" pastiche - even the ""Always Getting Our Man"" Mountie inserts. A marvellous little film, in a rather tired looking condition but utterly recommended."
1922,"My siblings and I stumbled upon The Champions when our local station aired re-runs of it one summer in the 1970's. We absolutely adored it. There was something so exotic and mysterious about it, especially when compared to the usual American re-runs (Petticoat Junction, Green Acres... you get the idea). It had a similar feel to The Avengers (not too much of a surprise, since it was also British and in the spy/adventure genre).<br /><br />I would love to see it again now -- hopefully it holds up. I've mentioned this show to others and no one has ever heard of it, so I began to wonder if I'd imagined its whole existence. But the wonder that is the web has allowed me track down information about it. Hopefully it will find a new generation of fans."
1924,"The only part lacking in this movie is Shue's part as the daughter wanting to follow in her ""aunt's"" footsteps as a daytime soap star. Otherwise it would be a perfect 10.<br /><br />It seems that every actor enjoyed their parts and overacting to fulfill their own enjoyment as well as the script - I have to wonder if a little ad lib'ing wasn't taking place in parts. It was well cast and there are some classic lines that will stick with you.<br /><br />It's a fantastic movie everyone should see at least once. I'd recommend not drinking anything that would sting coming out your nose.<br /><br />You'll definitely want to watch the last scene closely, 'Nurse Nan' has a little secret she'd rather not have shared with you.<br /><br />If you love daytime soaps or despise them, this move pokes fun in all the right places."
1925,"This is an excellent little film about the loneliness of the single man. Phillipe Harel as Notre Heros is a bit like an amalgam of Robert de Niro in Taxi Driver, Inspector Clouseau (in his stoicism) and Chauncey Gardiner in Being There (also Peter Sellers). He is single yet doesn't have a clue how to attract the opposite sex - in fact, he really makes no effort at all!<br /><br />He has a stoicism and fatalism that defies any hope of ever achieving coupledom - his friend Jose Garcia as Tisserand is in the same plight yet at least makes a brave effort to transcend his extended virginhood (he's 28 and admits he's never had sex).<br /><br />Very good outdoor shots of Paris and Rouen, where the two software people travel on business. They try various nightclubs and places but all to no avail. My theory is that they're trying the wrong places - they go to more-or-less 'youth' nightclubs; they should try the type that has older people, more their own age.<br /><br />Harel increasingly becomes isolated and does a little de Niro effort, as in Taxi Driver, urging his friend/colleague to go and stab some bloke who's pulled a nice-looking girl in the nightclub.<br /><br />Worth watching."
1926,"Scratch is a documentary about DJs and their art of scratching. From that one line description of the film you would have no idea how entertaining and educational this little film is. It is a joyous and vibrant celebration of a cool subculture which is little known. It's filled with great underground hip hop music and you get to see some top DJs (e.g. DJ Q-Bert, DJ Shadow, and Mix Master Mike from the Beastie Boys) showing off their stuff. Going into the film I wasn't sure that ""scratching"" can really be called an art form, or that the turntable can be viewed as an instrument in its own right. Scratch completely changed my mind on these points. What these guys do with their turntables is truly amazing--it is definitely some kind of art--and the turntable, if you know how to use it, can be transformed into an instrument that you can ""play,"" as much as a drum or a guitar. And you even get a lesson on the basics of scratching from DJ Q-Bert (e.g. how to use the fader to get different sound effects). All these DJs in their own way were inspired to take up the art of scratching after watching Herbie Hancock perform his song ""Rock It"" (you remember that song, don't you?) live at the Grammys. What got their attention was not Hancock himself but his DJ and his scratching. Not only is Scratch about scratching, but it does some ""scratching"" of its own thanks to the creative way in which this documentary is shot and edited. There are moments where clips are quickly ""rewound"" and then ""forwarded"" several times, which mirrors (in the film medium) what happens when a DJ quickly moves the record on his turntable back and forth while using his fader (that ""wicka-wicka-wicka"" sound). Whether you're a fan of hip hop or not, you can count on Scratch to give you a very enjoyable night at the movies. After seeing it, I had an itch to go buy a turntable of my own. And I mean this as a compliment."
1927,"The dreams of Karim Hussain are to be feared. When the right hemisphere of his characters overpowers the left, shocking images of blood, dismemberment, and various abominations are released. Religion won't save you, nor will mother nature or your own family. Hussain's dark poetry, because that's what this film really is, destabalizes all institutions of sanctuary.<br /><br />`Subconcious Cruelty' is a current crowd pleaser on the horror\fantasy festival circuit. The film's opening meditation on madness is both well written and profound. The protagonist's desire to profane the birthing process which brought him into the hell he inhabits unfolds with horrific and credible illogic. From here the film continues deeper into the subconcious and tackles mother nature. Hussain offers depictions of lusty pagan fertility and writhing mushroom madness. Nature is exposed as blood-drenched and violent in Hussain's frightening enlightenment.<br /><br />`Subconcious Cruelty' is disturbing to all and rewarding to those who see past the shock into the mature themes of life, lust and madness this very worthy film explores. CJ Goldman deserves kudos for his special make-up, as do David Kristian for unnerving sound design and Teruhiko Suzuki for score."
1928,"Fearful Symmetry is a pleasant episode with a few faults. The first thing about the episode is that it takes place near Mountain Home Air Force Base in southwest Idaho. Season one's 'Deep Throat' takes place near Ellens Air Base, also in southwest Idaho. I'm wondering if the air force bases are one and the same but they decided to use the real name in Fearful Symmetry. Mulder and Scully have some good dialog, always a plus. Ed Meecham, the zoo keeper, reminds me of cranky, old school teachers. They must have liked children at one time, you just can't imagine how. Just like he must have cared more for animals at one point. I liked the concept of the episode, but I felt it had some inconsistencies. If aliens are so adept at abducting humans and returning them safely, why can't they put the animal back in the right place? And the aliens are just now having problems returning the animals? I don't buy Mulder's theory of a problem with the space-time continuum. As if he's an expert on that. I also thought Jayne Atkinson's performance as Willa Ambrose was not well done. Besides those nitpicks, I still enjoyed this episode because of the intriguing concept of aliens harvesting animal DNA as well as human DNA."
1930,"I am a glutton for B-movies. I love the old Drive-In fare like this movie. This film, made for very little money it seems, does do one thing that some bigger budgeted films fail. It is cheezy. It is gory. It has no real plot, but it entertained me for an hour and a half. I was either laughing or covering my eyes in shock. There are a few great effects like a shot from INSIDE a guy's mouth when he gets stabbed in the chin by a knife and it pokes up through his tongue and slams into the roof of his mouth, and one gross-out with a guy getting his eyeballs yanked out. But there is also loads of zombies, and some psycho killers patterned after Texas Chainsaw Massacre, and a demon possessed scarecrow. I loved the dialogue that the killers spout as they torture and kill people. It has great camera work, and some cool editing tricks. This one is more original than the first Bloodbath, and the undead look better, but it is still patterned after those dubbed trashy zombie movies of the 70's and 80's and it still has a cheeze factor that ranks mighty high. Don't expect Romero, just second-rate Fulci. I would say that Horror fans will like it, and it is funny and cheezy and a fast ride through B-movie Land."
1931,Eddie Murphy Delirious is undoubtedly the funniest thing I have ever seen in my life. When I saw it for the first time about 2 years ago I was in stitches for weeks after it. To date I have seen it a further 17 times and i still laugh my ass off each time. For those who dont know Eddie Murphy was a brilliant stand up comedian before he was a Hollywood superstar. There is not one dull spot in this piece of genius unlike Eddie Murphy Raw which was released in 1987 which goes flat during the middle. If you are not the sort of person who can't stand swearing then I wouldn't advise you to see it as you will probably hear swearing of some form every 5-10 seconds. I gave this a 10 out of 10 because it displays the greatest comic genius of them all at his best.
1932,"This is a really funny (and sexy) movie - that is not just silly but has great acting. It's the kind of movie where the characters are so entertaining that you feel like you are connected to everyone in the theater. I saw it at the Boston film festival, and I found myself frequently laughing out loud with everyone else, and also moved by some of the movie's more serious parts. It's a unique movie about two doctors, and I don't want to give anything away but there are some powerful scenes as well really funny ones - plus the dialogue is great. Wood Harris' character has a unique relationship with his girlfriend Zoe Saldana, and Brian White and Mya are also funny and sexy in their roles. If you get a chance to see it - go - you won't be disappointed. It's worth seeing again. Wood Harris deserves an award."
1934,"Now more than ever we need Peace & Love in this world!<br /><br />This film really showcases the wonderful music of the Broadway show, and the fabulous Choreography of the legendary Twila Tharp! I saw it again after many years, and it still holds up well.<br /><br />Thank you, MGM/UA for putting this on DVD! I love the option of seeing in Widescreen. MGM rocks for doing this on many of their DVD releases.<br /><br />Ya gotta love Treat Williams as Berger and John Savage as Claude. They couldn't have picked better actors & actresses for this film! Beverly D'Angelo is such a 'hot mama' in this film--I had forgotten just how hot! WOW!<br /><br />The supporting cast is absolutely great,<br /><br />with the late great Nell Carter making a singing cameo in a couple of scenes, as well as the kooky Charlotte Ray (Mrs. Garrett on 'Facts Of Life')<br /><br />The story gets a little weak toward the end, but the anti-war sentiment of the late 60's still holds up, and is relevant today. <br /><br />It's beautifully filmed (quite a bit on location) and is so colorful and lovely and really brings the spirit of 1968 back on the big screen.<br /><br />I saw this movie when it was released in 1979 when I was 15, and was moved by it then, and it still moves me now at 40. Some other reviews on here say they think it should have been made sooner--I don't think Hollywood was ready to make such a movie back in the late 60's-early 70's.<br /><br />The Vietnam War ended in 1975, and the whole thing hit a little too close to home, I think for this story to be filmed before it was (like in 1969, 70, 71)<br /><br />Bravo to Director Milos Foreman! I love this film!!!!!!!<br /><br />It's nice to see it again, this time on DVD. It never looked better!"
1935,"If you enjoy Cleese & all the British 'Pythonesque' humour of the time, then this little gem is absolutely hilarious.<br /><br />Arthur Lowe is a real treat!<br /><br />I saw this with friends on TV when it first came out, and its classic quotes have formed a part of our jokes for 30 years, and will do forever! I have it on tape and it is continually appreciated.<br /><br />Perhaps some reviewers are taking it too seriously.<br /><br />I can't believe it is now only available in the US (NTSC of course), and not in UK, where it should be an essential part of the history of British humour!!"
1936,"This story had a good plot to it about four elderly men that share a deadly secret concerning a young woman that they met 50 years ago. After all this time, the young woman returns to seek revenge on the men. This story occasionally made me nod off during the movie in the middle of tiring elevator music and the ever so consistent thunder storms. But it is well worth the wait in the end when we find out just who the mystery woman is that keeps plaguing the old men in their dreams and interfering in a young man's life. The most of what I liked in this film was the suspense in which the young woman appears to the men just before their deaths. The special effects were something. Every time I heard her call out to them I would think ""Not that face again."" But it was a good movie, I just wish that the pace was not as slow or the acting not as tiresome. And what I also liked about the movie was the flashback of the 20's, very authentic as well as the costumes being original."
1937,"This ingenious and innovate comedy packs many moments priceless and great sense of pace, though overlong. Chaplin's satire with several classics scenes , he has dual role as a Jewish barber and dictator Hynkel, an offensive portrayal of Hitler . Then the barber is mistaken for the Hitlerian tyrant and happen bemusing events. Funny and extraordinaries acting of all casting, as the co-stars Jack Oakie as Napolini(Mussolini-alike), Henry Daniel as Gasbstich(Himmler-alike) and Billy Gilbert as Herring( Goering). Chaplin's first spoken film is brilliantly photographed by Karl Struss.This splendid film contains numerous amusing scenes, the funniest are the following : 1) The one when during the WWI the barber-soldier along with a co-pilot are flying in a turned plane without aware 2)Dictator Adenoid Hynkel doing overacting speeches including a twisted microphone 3)Hynkel playing with an enormous balloon of the world 4)The Jew-barber shaving a man fitting to Hungarian Dance number 5 of Brahms 5) when Hynkel and Napolini each try to keep his body higher than other in a barber's chair; among them.<br /><br />Hitler banned movie exhibition to the Germans due to its satire of him, and put him in his death list after his proposed conquest of America.The movie is co-starred by Paulette Goddard, third of his four wives , they were married in 1936, although no announcement of the marriage was made later, one time finished The Great Dictator.The picture was released in 1940, when Chaplin had survived a moral scandal by a paternity suit but a brush with the House of Un-American Activities was the signal for the USA to refuse him re-entry from Britain and he fled to Switzerland."
1938,"I saw Anatomy when it came out and recently bought it and the 2003 sequel and as I watch a lot of foreign films in various genres, you have to watch movies in their original language for sure. Not only is it annoying to know the voices don't belong to the actors, but they always seem cheerful, like the whole movie is one big long toothpaste commercial or something. It makes an otherwise awesome movie seem horrible and I have had to convert a lot of my friends who used to think foreign films aren't as good as North American films - that they aren't ""Hollywood enough"". Also, they translation is never right, it's too literal, and screws up the vibe of the movie, even if it's basically saying the same thing. I watched Anatomy by myself the other week in German then with subtitles with my roommate because he was on his laptop and didn't want to have to miss parts when he couldn't see the subtitles because he was typing. 30 mins in and he begged me to let him finish his work then start the movie over with subtitles. He loved it! Both movies are awesome as intellectual horror films! Kelly"
1943,"I saw The Merchant of Venice in London last week. Great acting by Al Pacino, Jeremy Irons, Joseph Finnes and Lynn Collins. Compare to other movies based on Shakespeare's play, this production has made the play so easy to understand and follow. Bravo to Michael Radford for directing such top actors. The costume and the scenery are great and since it was filmed on location in Venice it gives the film and authentic flavor. I had read the play over thirty years ago at school and the emphasis was on the characters' anti-Semitic behavior toward the Jews and the cruelty of the Christians. I do not know if this movie is going to be controversial but in any case I am sure that it will get few Oscar nominations."
1946,"One of the best 'guy' movies I've ever seen has to be the Wind and the Lion. Gad, the scenes...<br /><br />Raisouli's bandits swarm over the wall... A staid British gentleman calmly gets up from tea with Candice Bergen and drops three of them with a Webley revolver in his coat. A whisper from the ghost of Empire... Lest we forget! Lest we forget!<br /><br />U.S. Marines coming ashore from the long, long gone _Brooklyn_. They were carrying Krags, it should have been Lees, but, oh wow. And the Winchester 97 blowing large holes in obstreperous natives and even more obstreperous and faithless Europeans... <br /><br />Raisouli --Sean Connery, o, Wow!--wondering 'What kind of gun does Roosevelt use?""<br /><br />Teddy Roosevelt--Brian Keith, o, Wow!--wondering ""What kind of gun does Raisouli use?' and writing yet another angry letter to Winchester about the stock on his Winchester 95.<br /><br />Raisouli, armed with but a sword... A Prussian cavalry officer, HOLSTERING his pistol and drawing HIS sword... Honor. That's something long dead, from a world long gone, but Raisouli would never have flown a plane full of children into a building...<br /><br />Milious at Milious's magnificent best, and now out on DVD."
1947,"This is film that was actually recommended to me by my dentist, and am I glad he did! The blend of British humor (should I say, Humour?) and the reality of a lost, middle-aged widow trying to maintain her lifestyle were a hoot. Add to that mix the reality of what it takes to actually grow pot (those plants under the bushes were NOT going to make it without the TLC they received), and it is a truly hilarious, yet touching film. I laugh every time I conjure the vision of all the bar patrons sitting in their lawn chairs with sunglasses on counting down the lights! Maybe it's just my Mendocino County blood, but the Brits definitely got this one right!! 10/10"
1950,"Besides the fact that my list of favorite movie makers is: 1)Stanley Kubrick 2)God Allmighty 3)the rest... this movie actually is better than the book (and the TV miniseries though this is an easy feat, considering the director). The flawless filming stile, the acting and (Kubrick's all time number one skill) the music - make it THE masterpiece of horror. I watched the TV miniseries a few years ago and liked the story and I had my hopes about this when I got a hold of it. IT BLEW ME AWAY!!! It is far better than I ever imagined it. It starts slow (Kubrick trademark) and has a lot of downtime that builds up the suspense. The intro scene is a classic by all means and I watched it about 20 times just for the shear atmosphere it induces to the whole film. Also the film doesn't offer a lot of gore (it has just enough and it is by no means tasteless) a trend that I hate in recent day horror films. Just watch it!"
1952,"Before I start my review here is a quick lesson in australian slang which may help you with viewing the movie and understanding some of the other reviews from australia and overseas.<br /><br />In australian slang ""thongs"" are a pair of rubber sandals (not to be confused with the same american word that pertains to butt revealing underwear), ""stubbies"" are a brand of australian short, a ""stubby"" is a small can sized bottle of beer, and a ""stubby holder"" is a foam insulator for a small bottle of beer.<br /><br />If you love black comedies about smalltime criminals then you will love this movie, unfortunatley a lot of people on IMDB with weak stomachs and no appreciation of dark humour have reviewed this movie which unfortunately makes this movie appear to be more mediocre than what it is. A lot of reviewers have also compared it to Lock/Stock and Pulp Fiction, while it is the same genre, it is a completely different and original style.<br /><br />A lot of reviewers have also panned this movie for using Heath Ledger's characters dead brother to open and guide the narrative for this movie, without watching the movie closely enough to realise that his brother was killed by the same villain that wishes to kill heaths character, this is explained midway through the movie but not clearly enough for most to understand.<br /><br />This movie is also reminiscent of Lock/Stock and Reservoir dogs in that it is the Director/writers debut feature, and for a debut feature it rates as well as these two movies, as a matter of fact like Lock/Stock and Reservoir Dogs I rate this movie as a 10/10 for a director/writers debut, unfortunately unlike Tarantino and Ritchie Jordan fails to live up to expectations in his subsequent movies like Ned Kelly.<br /><br />This movie is one that you should definitely add to your DVD collection and is one that holds up to several viewings quite easily."
1955,"Too bad a couple of comments before me don't know the facts of this case. It is based on actual events, a highly publicized disappearance and murder case taking place in the Wilmington, DE/Philadelphia PA region from '96 through 2000. I have to admit I was highly skeptical of how Hollywood would dramatize the actual history and events and was actually quite impressed on how close they stayed to what was constantly reported on local newscasts and Philadelphia Inquirer news stories throughout the time period. Of course I immediately pointed out that the actress (who I really like in Cold Case) who played Fahey looked nothing like her (Anne Marie was actually prettier). I have to admit though that Mark Harmon really nailed the type of personality that was revealed as Capano's and the behavior that Capano exhibited throughout this period. Details of the case were right on...no deviations of dramatic effect...even down to the carpet, gun, furniture, and cooler. In conclusion, I also wanted to add that I have met Tom Carper many times at various functions (a good man, despite being a politician) and I am so glad that he pulled the strings in the Federal realm necessary to solve this heinous crime. Guys like Capano are real and it was great to see him finally put behind bars."
1959,"`Manna From Heaven' is a delightfully compelling film.<br /><br />Within the shifting paradox of values in middle-class Americans from 40 years ago to the present day, the plot tweaks the concerns and hopes of an interesting range of `Damon Runyonesque' characters.<br /><br />Their struggles with moral dilemmas, dotting on `what might have been,' hopes to yet fulfill youthful dreams, romantic yearnings, and `hit it big' combine to make a most entertaining film. Rather than relying upon `in-your- face' sexual explicitness, the burgeoning relationship between Inez and Mac/Bake is classically subtle but clear. His untying the knot in her shoelace at the Art Gallery and their heat in their poker game is outstanding<br /><br />The script's crisp writing is skillfully interpreted by an outstanding star and supporting cast. One of the few films I have ever fone to see twice in its opening run, `Manna From Heaven' definitely warrants national distribution.<br /><br />Conrad F. Toepfer"
1960,"If I'd only seen the poster for Nurse Betty, I probably wouldn't have touched it with a ten-foot pole. But after I heard some positive buzz, and knowing it made some noise at Cannes, I decided to give it a try. What I got is a truly enjoyable movie, based on a very entertaining plot. Rene Zelleweger is impressive in her role as nurse' Betty, a woman who is sent into a delusional psychotic episode following a traumatic experience. I also liked Morgan Freeman (no surprise) and was pleasantly surprised by foul-mouthed comedian Chris Rock. <br /><br />The film bounces continuously between comedy, drama, romance, and thriller. Yet despite this apparent identity crisis, it holds up quite well. I found my eyes glued to the screen from beginning to end always waiting for the next twist in the story. The entire cast is strong, if not spectacular. <br /><br />My only real complaint is that director Neil Labute (who made a splash a few years ago with the very impressive and dark In the Company of Men') relied much too heavily on many cliched Hollywood conventions. The mood-creating musical effects he crammed down our throats during each sentimental scene were unbearable! And he did the standard old ""let's take some of the minor characters and pair them up at the end in an illogical and unnecessary romance"" trick, just to make absolutely certain everyone goes home with a smile on their face. Why must directors and writers treat their audiences like idiots??<br /><br />But the movie is still much too enjoyable to be dragged down very far by these annoying irritations. In a very subpar year for movies, 'Nurse Betty' ranks as one of the more pleasant surprises of 2000. 8 out of 10."
1961,"This flick was even better then 'Waiting for Guffman'. The great strength in these two films lie in the brilliant character acting by Guest and Levy's little second-second city troupe. If one finds this movie boring or pointless, God help 'em, they just didn't get it. It is a mockumentary, something at which Guest and Levy have a genius for. At the end of the movie where Guest's southern down home dog lover tells us that to relax after the show, he went to Israel to work on a 'caboose', or when he tells us that ventriloquism is an ancient art and we see a hieroglyphic<br /><br />of an ancient Egyptian holding a tiny ancient Egyptian in it's hand, I realized it is moments like this that make life worth living. Thank you Mr.Guest and Mr.Levy, and God bless you."
1962,"I stopped short of giving ""Mr. Blandings Builds His Dream House"" 10/10 due to an aspect that makes us in the 21st century cringe a little bit: the fact that a black person is the faithful servant (somewhat reminiscent of Stepin Fetchit). But other than that, the movie's a hoot. Portraying middle class New York couple Jim (Cary Grant) and Muriel Blandings (Myrna Loy) trying to build a house in Connecticut, this flick has something for everyone.<br /><br />Grant is his usual flippant self, while Loy does quite well as merely a wife. But Melvyn Douglas adds some real laughs as Jim's and Muriel's lawyer Bill Cole, who seems to have more plans than he's making clear. As for the house itself...throughout most of the movie, you'll probably feel ambiguous as to whether or not you want to live there. The builders, contractors, and others also provide their fair share of laughs.<br /><br />All in all, a comedy classic. Also starring Louise Beavers, Reginald Denny, Sharyn Moffett, Connie Marshall and Jason Robards Sr."
