,Game ID,Team Name,Report,wins,losses,total_points
364,189,San Antonio Spurs,"The San Antonio Spurs (34 - 19) defeated the Detroit Pistons (21 - 33) 104 - 87 on Wednesday at the Palace of Auburn Hills. The Spurs came out and got off to a quick start in this one, out - scoring the Pistons 20 - 12 right away in the first quarter. To go along with the quick start, the Spurs also shot the ball well, going 47 percent from the field, while the Pistons went 41 percent from the floor. To put the icing on the cake, the Spurs finished with a 45 - 36 rebounding advantage, helping push them to a convincing 17 - point victory. The Spurs backcourt of Tony Parker and Danny Green did the bulk of the damage for the Spurs in this one. Green went 7 - for - 13 from the field and 5 - for - 10 from the three - point line to finish with 19 points, while also adding eight rebounds and four assists. After failing to reach double figures in points over his last four games, he finally got back into a rhythm and led the team in scoring Wednesday. Parker was just behind Green, recording 17 points (6 - 10 FG, 5 - 5 FT), three rebounds and six assists. He's put in two great performances in a row, combining for 36 points and 12 assists during that stretch. After coming off the bench Monday, Aron Baynes moved back into the starting lineup. In 24 minutes, he posted 12 points (6 - 8 FG) and four rebounds. Both Manu Ginobili and Marco Belinelli reached double - digit points off the bench, with 13 and 10 points respectively. Like the Spurs, the majority of the Pistons offense came from their backcourt. Point guard DJ Augustin finished with 22 points (8 - 18 FG, 2 - 6 3Pt, 4 - 4 FT), three rebounds and six assists. He's been very impressive lately, averaging 21 points and 8 assists over his last four games. Kentavious Caldwell-Pope also had a solid showing, posting 20 points (7 - 14 FG, 2 - 5 3Pt, 4 - 4 FT) and three rebounds. Considering he's averaging 12 points on the season, it was a nice surprise for the Pistons. The only other Piston to reach double figures in points was Andre Drummond, who nearly recorded a double - double with 10 points (4 - 10 FG, 2 - 6 FT), nine rebounds and two blocked shots. It was his lowest scoring performance over his last six games, as he could n't get anything going against the Spurs. It was the third time in his last four games with two blocks though. The Spurs' next game will be on the road against the Los Angeles Clippers on Thursday after the All-Star break, while the Pistons will be at home against the Chicago Bulls on Friday after the All-Star break as well.
",34,19,104
365,189,Detroit Pistons,"The San Antonio Spurs (34 - 19) defeated the Detroit Pistons (21 - 33) 104 - 87 on Wednesday at the Palace of Auburn Hills. The Spurs came out and got off to a quick start in this one, out - scoring the Pistons 20 - 12 right away in the first quarter. To go along with the quick start, the Spurs also shot the ball well, going 47 percent from the field, while the Pistons went 41 percent from the floor. To put the icing on the cake, the Spurs finished with a 45 - 36 rebounding advantage, helping push them to a convincing 17 - point victory. The Spurs backcourt of Tony Parker and Danny Green did the bulk of the damage for the Spurs in this one. Green went 7 - for - 13 from the field and 5 - for - 10 from the three - point line to finish with 19 points, while also adding eight rebounds and four assists. After failing to reach double figures in points over his last four games, he finally got back into a rhythm and led the team in scoring Wednesday. Parker was just behind Green, recording 17 points (6 - 10 FG, 5 - 5 FT), three rebounds and six assists. He's put in two great performances in a row, combining for 36 points and 12 assists during that stretch. After coming off the bench Monday, Aron Baynes moved back into the starting lineup. In 24 minutes, he posted 12 points (6 - 8 FG) and four rebounds. Both Manu Ginobili and Marco Belinelli reached double - digit points off the bench, with 13 and 10 points respectively. Like the Spurs, the majority of the Pistons offense came from their backcourt. Point guard DJ Augustin finished with 22 points (8 - 18 FG, 2 - 6 3Pt, 4 - 4 FT), three rebounds and six assists. He's been very impressive lately, averaging 21 points and 8 assists over his last four games. Kentavious Caldwell-Pope also had a solid showing, posting 20 points (7 - 14 FG, 2 - 5 3Pt, 4 - 4 FT) and three rebounds. Considering he's averaging 12 points on the season, it was a nice surprise for the Pistons. The only other Piston to reach double figures in points was Andre Drummond, who nearly recorded a double - double with 10 points (4 - 10 FG, 2 - 6 FT), nine rebounds and two blocked shots. It was his lowest scoring performance over his last six games, as he could n't get anything going against the Spurs. It was the third time in his last four games with two blocks though. The Spurs' next game will be on the road against the Los Angeles Clippers on Thursday after the All-Star break, while the Pistons will be at home against the Chicago Bulls on Friday after the All-Star break as well.
",21,33,87
366,190,Golden State Warriors,"The Golden State Warriors (36 - 7) fell to the Chicago Bulls (30 - 17) in overtime Tuesday by a score of 113 - 111. In an incredible, back - and - fourth game between the league's best home team and third - best road team, the Bulls came out on top. Golden State was unable to extend their home winning streak to 20 games as Klay Thompson's last second floater was off the mark. The Warriors were uncharacteristically cold from beyond the arc, going 0 - 13 from three in the second half and overtime. The adage ""live by the three, die by the three"" rang true Tuesday night for the Warriors. Chicago kicked off its pivotal six - game road trip with a feat that only one other team has accomplished this season, beating the Warriors at the Oracle Arena. Derrick Rose finished the night with an interesting stat - line, with 30 points on 33 shots, one assist, and a career - high 11 turnovers. Stats never tell the whole story, however. Rose's last shot was a step - back three with seven seconds remaining to give the Bulls the final lead. The Bulls will continue its road trip on Thursday against the Lakers. Golden State had n't lost at home since Nov. 13, when it fell to San Antonio 113 - 100. Stephen Curry and Klay Thompson combined for 51 points, but were just 6 - for - 19 from beyond the arc. The Warriors were missing Andrew Bogut, who was a late scratch after coming down with flu - like symptoms. Despite Tuesday's loss, the Warriors still hold a four - and - a - half game lead in the West. Golden State will look to rebound from its loss to Chicago on Friday in Utah.
",36,7,111
367,190,Chicago Bulls,"The Golden State Warriors (36 - 7) fell to the Chicago Bulls (30 - 17) in overtime Tuesday by a score of 113 - 111. In an incredible, back - and - fourth game between the league's best home team and third - best road team, the Bulls came out on top. Golden State was unable to extend their home winning streak to 20 games as Klay Thompson's last second floater was off the mark. The Warriors were uncharacteristically cold from beyond the arc, going 0 - 13 from three in the second half and overtime. The adage ""live by the three, die by the three"" rang true Tuesday night for the Warriors. Chicago kicked off its pivotal six - game road trip with a feat that only one other team has accomplished this season, beating the Warriors at the Oracle Arena. Derrick Rose finished the night with an interesting stat - line, with 30 points on 33 shots, one assist, and a career - high 11 turnovers. Stats never tell the whole story, however. Rose's last shot was a step - back three with seven seconds remaining to give the Bulls the final lead. The Bulls will continue its road trip on Thursday against the Lakers. Golden State had n't lost at home since Nov. 13, when it fell to San Antonio 113 - 100. Stephen Curry and Klay Thompson combined for 51 points, but were just 6 - for - 19 from beyond the arc. The Warriors were missing Andrew Bogut, who was a late scratch after coming down with flu - like symptoms. Despite Tuesday's loss, the Warriors still hold a four - and - a - half game lead in the West. Golden State will look to rebound from its loss to Chicago on Friday in Utah.
",30,17,113
368,191,Minnesota Timberwolves,"The Minnesota Timberwolves (21 - 45) defeated the Oklahoma City Thunder (44 - 21) 99 - 96 on Friday. Despite playoff contention being a distant dream at this point of the season, the Timberwolves and their talented core of young superstars have n't come close to giving up. This could hardly have been more evident Friday, when Minnesota pulled out one of the season's most improbable victories by toppling the struggling yet third - seeded Thunder in their home arena. Oklahoma City had appeared to put some of their recent sluggishness behind them by scoring consecutive victories over the Bucks and Clippers, after having lost six of the previous eight contests. However, they scuffled on offense throughout the night, shooting only 22 percent from three - point range and committing double the amount of turnovers (24) of the visitors. Ricky Rubio sealed the win for Minnesota with 0 seconds left by draining a clutch 24 - foot three - point jumper, after they'd entered the fourth quarter trailing 73 - 66. The Timberwolves were led by Gorgui Dieng's near double - double that consisted of 25 points, nine boards, an assist, three blocks and two steals. Andrew Wiggins was next with 20 points, four assists and five steals. Karl-Anthony Towns followed with a 17 - point, 12 - rebound double - double that also included three blocks and a steal. Rubio rounded things out for the first unit with 13 points, 12 assists and three steals. Minnesota remains in last place in the Western Conference's Northwest Division. They head to Phoenix to take on the Suns on Monday. The Thunder's two linchpins got virtually no offensive support from any of their teammates, a key factor in the unexpected loss. Kevin Durant tallied 28 points, six rebounds, an assist and a block, but did commit six turnovers. Russell Westbrook was close behind with 26 points, eight assists and four rebounds, but turned the ball over five times himself. However, Enes Kanter was the only other player to tally double - digit scoring, posting a 17 - point, 14 - rebound double - double. Among the starters, Serge Ibaka had one of the most forgettable games of his career, going scoreless over 20 minutes before fouling out. Andre Roberson could only contribute two points himself, and despite bringing in 13 rebounds, Steven Adams pitched in a modest eight points. Oklahoma City remains in first place in the Western Conference's Northwest Division, and retains a hold on the third seed in the conference. They head to San Antonio for a Saturday night showdown with the Spurs.
",21,45,99
369,191,Oklahoma City Thunder,"The Minnesota Timberwolves (21 - 45) defeated the Oklahoma City Thunder (44 - 21) 99 - 96 on Friday. Despite playoff contention being a distant dream at this point of the season, the Timberwolves and their talented core of young superstars have n't come close to giving up. This could hardly have been more evident Friday, when Minnesota pulled out one of the season's most improbable victories by toppling the struggling yet third - seeded Thunder in their home arena. Oklahoma City had appeared to put some of their recent sluggishness behind them by scoring consecutive victories over the Bucks and Clippers, after having lost six of the previous eight contests. However, they scuffled on offense throughout the night, shooting only 22 percent from three - point range and committing double the amount of turnovers (24) of the visitors. Ricky Rubio sealed the win for Minnesota with 0 seconds left by draining a clutch 24 - foot three - point jumper, after they'd entered the fourth quarter trailing 73 - 66. The Timberwolves were led by Gorgui Dieng's near double - double that consisted of 25 points, nine boards, an assist, three blocks and two steals. Andrew Wiggins was next with 20 points, four assists and five steals. Karl-Anthony Towns followed with a 17 - point, 12 - rebound double - double that also included three blocks and a steal. Rubio rounded things out for the first unit with 13 points, 12 assists and three steals. Minnesota remains in last place in the Western Conference's Northwest Division. They head to Phoenix to take on the Suns on Monday. The Thunder's two linchpins got virtually no offensive support from any of their teammates, a key factor in the unexpected loss. Kevin Durant tallied 28 points, six rebounds, an assist and a block, but did commit six turnovers. Russell Westbrook was close behind with 26 points, eight assists and four rebounds, but turned the ball over five times himself. However, Enes Kanter was the only other player to tally double - digit scoring, posting a 17 - point, 14 - rebound double - double. Among the starters, Serge Ibaka had one of the most forgettable games of his career, going scoreless over 20 minutes before fouling out. Andre Roberson could only contribute two points himself, and despite bringing in 13 rebounds, Steven Adams pitched in a modest eight points. Oklahoma City remains in first place in the Western Conference's Northwest Division, and retains a hold on the third seed in the conference. They head to San Antonio for a Saturday night showdown with the Spurs.
",44,21,96
370,193,Portland Trail Blazers,"The Portland Trail Blazers (9 - 12) defeated the Minnesota Timberwolves (8 - 11) by a score of 109 - 103, on Saturday night in Minnesota. Minnesota started strong and was up 59 - 46 going into half but Portland came out of the dressing room with a boom, outscoring the'Wolves 63 - 44 in the second half. Karl-Anthony Towns had a huge game, responding to his recent limited minutes with a monstrous 27 point, 12 rebound game. Towns sank a late three to bring the game within two but the Blazers had the answer. Andrew Wiggins went 6 - 15 from the field and finished with 17 points and five rebounds, in a heavy 40 minutes. Ricky Rubio scored nine points on 1 - 5 shooting but grabbed six rebounds and dished a most impressive 15 assists. Gorgui Dieng chipped in 15 points, on 6 - 8 shooting, and five rebounds, in 24 minutes off the bench. The Trail Blazers had six players score in double digits and shot strong percentages going 50 percent from the field and 50 percent from three - point range. Damian Lillard led Portland in scoring with 19 points, along with seven assists and three rebounds, in 37 minutes. Ed Davis tallied 13 points on 5 - 6 shooting, eight rebounds and two blocked shots, in 27 minutes off the bench. Al-Farouq Aminu played well, shooting 5 - 7 from the field and finishing with 16 points, three rebounds and three steals. C.J. McCollum continued his strong play and showed he can do more than score with six assists and five rebounds to go along with his 17 points. Next up Minnesota will host the Clippers on Monday. Portland will be in Milwaukee on Monday
",9,12,109
371,193,Minnesota Timberwolves,"The Portland Trail Blazers (9 - 12) defeated the Minnesota Timberwolves (8 - 11) by a score of 109 - 103, on Saturday night in Minnesota. Minnesota started strong and was up 59 - 46 going into half but Portland came out of the dressing room with a boom, outscoring the'Wolves 63 - 44 in the second half. Karl-Anthony Towns had a huge game, responding to his recent limited minutes with a monstrous 27 point, 12 rebound game. Towns sank a late three to bring the game within two but the Blazers had the answer. Andrew Wiggins went 6 - 15 from the field and finished with 17 points and five rebounds, in a heavy 40 minutes. Ricky Rubio scored nine points on 1 - 5 shooting but grabbed six rebounds and dished a most impressive 15 assists. Gorgui Dieng chipped in 15 points, on 6 - 8 shooting, and five rebounds, in 24 minutes off the bench. The Trail Blazers had six players score in double digits and shot strong percentages going 50 percent from the field and 50 percent from three - point range. Damian Lillard led Portland in scoring with 19 points, along with seven assists and three rebounds, in 37 minutes. Ed Davis tallied 13 points on 5 - 6 shooting, eight rebounds and two blocked shots, in 27 minutes off the bench. Al-Farouq Aminu played well, shooting 5 - 7 from the field and finishing with 16 points, three rebounds and three steals. C.J. McCollum continued his strong play and showed he can do more than score with six assists and five rebounds to go along with his 17 points. Next up Minnesota will host the Clippers on Monday. Portland will be in Milwaukee on Monday
",8,11,103
372,194,Indiana Pacers,"The Indiana Pacers defeated the Cleveland Cavaliers, 103 - 93, at Bankers Life Fieldhouse on Wednesday. The Cavaliers (9 - 2), coming off a hard - fought shootout with the Toronto Raptors on Tuesday, announced earlier in the day that both LeBron James and J.R. Smith would both miss the game for rest. That propelled Richard Jefferson and Iman Shumpert into the starting five, and put an even bigger - than - usual spotlight on Kyrie Irving and Kevin Love. The latter duo did combine for 51 points, but conversely, the pair of spot starters could only muster nine points overall. That left a certain scoring vacuum that Cleveland simply could n't overcome, leading to only the second loss of the season for the defending champs. Love led all scorers with 27 points, 16 rebounds and an assist. Irving was next with 24 points, seven assists, two rebounds and a steal. With such a large share of the offensive responsibility, both players combined to put up 43 shot attempts. Tristan Thompson could n't help on the scoreboard either, posting just two points, but he did haul in 12 rebounds, dished out three assists and recorded a block. Rookie Kay Felder and Jordan McRae paced the reserves with a pair of nine - point efforts, with the point total representing a career high for the former. The Pacers (6 - 6) saw four - fifths of their first unit manage double - digit scoring and were led by Paul George, who supplied 21 points, 11 rebounds, five assists, two steals and a block. Jeff Teague registered 20 points, eight assists, four rebounds, a steal and a block. Thaddeus Young totaled 16 points, seven boards, an assist and a steal, while Myles Turner tallied 12 points, eight rebounds, four blocks and a steal. C.J. Miles paced the reserves with 10 points and a steal. The Cavaliers head back home for a Friday night date with the Detroit Pistons, while the Pacers remain home and await the Phoenix Suns for a Friday evening tussle.
",6,-1,103
373,194,Cleveland Cavaliers,"The Indiana Pacers defeated the Cleveland Cavaliers, 103 - 93, at Bankers Life Fieldhouse on Wednesday. The Cavaliers (9 - 2), coming off a hard - fought shootout with the Toronto Raptors on Tuesday, announced earlier in the day that both LeBron James and J.R. Smith would both miss the game for rest. That propelled Richard Jefferson and Iman Shumpert into the starting five, and put an even bigger - than - usual spotlight on Kyrie Irving and Kevin Love. The latter duo did combine for 51 points, but conversely, the pair of spot starters could only muster nine points overall. That left a certain scoring vacuum that Cleveland simply could n't overcome, leading to only the second loss of the season for the defending champs. Love led all scorers with 27 points, 16 rebounds and an assist. Irving was next with 24 points, seven assists, two rebounds and a steal. With such a large share of the offensive responsibility, both players combined to put up 43 shot attempts. Tristan Thompson could n't help on the scoreboard either, posting just two points, but he did haul in 12 rebounds, dished out three assists and recorded a block. Rookie Kay Felder and Jordan McRae paced the reserves with a pair of nine - point efforts, with the point total representing a career high for the former. The Pacers (6 - 6) saw four - fifths of their first unit manage double - digit scoring and were led by Paul George, who supplied 21 points, 11 rebounds, five assists, two steals and a block. Jeff Teague registered 20 points, eight assists, four rebounds, a steal and a block. Thaddeus Young totaled 16 points, seven boards, an assist and a steal, while Myles Turner tallied 12 points, eight rebounds, four blocks and a steal. C.J. Miles paced the reserves with 10 points and a steal. The Cavaliers head back home for a Friday night date with the Detroit Pistons, while the Pacers remain home and await the Phoenix Suns for a Friday evening tussle.
",9,2,93
374,195,Utah Jazz,"The Utah Jazz (3 - 4) defeated the Detroit Pistons (2 - 4) 97 - 96 on Sunday at the Palace of Auburn Hills. After trailing by five points going into the fourth quarter, the Jazz were able to outscore the Pistons 23 - 17 to finish the game and steal a victory in Detroit. The Jazz shot 46 percent from the field and 40 percent from the three - point line compared to the Pistons who shot only 39 percent from the field and 26 percent from beyond the arc. The Jazz were also able to get to the line 10 more times than the Pistons, which gave them just enough of an edge to get the one - point victory. Utah spread the points around in a total team - effort victory. Enes Kanter and Derrick Favors both recorded double - doubles. It was Favors' third on the year, as he finished with 16 points and 12 rebounds, while Kanter contributed his first of the season with 14 points and 11 rebounds. Gordon Hayward scored 17 points of his own, shooting 5 - for - 13 from the field and 2 - for - 6 from the three - point line. He led all scorers for the Jazz. Alec Burks also reached double figures, shooting 6 - for - 13 from the field to finish with 14 points and four assists. With Rodney Hood sitting out with plantar fasciitis in his foot, rookie Dante Exum soaked up the majority of his playing time, as he had nine points and recorded five assits in 20 minutes. The Pistons got their biggest contribution from Brandon Jennings. He finished the game shooting 8 - for - 15 from the field and 3 - for - 7 from beyond the arc for 23 points and five assists. Jennings struggled to begin the season with two four - point games in a row, but he's gotten into a groove lately and has now reached double figures in four straight games. Andre Drummond had a huge game on the boards as he finished with 18 rebounds. Greg Monroe was n't far behind with 11 rebounds of his own, and the pair helped the Pistons out - rebound Utah 51 to 43. Monroe also had 19 points, as the team continues to play their big lineup with Kyle Singler coming of the bench. Josh Smith reached double figures in scoring as he produced 13 points, while also coming one rebound shy of a double - double with nine. The Pistons' next game will be on the road against the Chicago Bulls on Monday, while the Jazz will travel to Indiana to play the Pacers on Monday.
",3,4,97
375,195,Detroit Pistons,"The Utah Jazz (3 - 4) defeated the Detroit Pistons (2 - 4) 97 - 96 on Sunday at the Palace of Auburn Hills. After trailing by five points going into the fourth quarter, the Jazz were able to outscore the Pistons 23 - 17 to finish the game and steal a victory in Detroit. The Jazz shot 46 percent from the field and 40 percent from the three - point line compared to the Pistons who shot only 39 percent from the field and 26 percent from beyond the arc. The Jazz were also able to get to the line 10 more times than the Pistons, which gave them just enough of an edge to get the one - point victory. Utah spread the points around in a total team - effort victory. Enes Kanter and Derrick Favors both recorded double - doubles. It was Favors' third on the year, as he finished with 16 points and 12 rebounds, while Kanter contributed his first of the season with 14 points and 11 rebounds. Gordon Hayward scored 17 points of his own, shooting 5 - for - 13 from the field and 2 - for - 6 from the three - point line. He led all scorers for the Jazz. Alec Burks also reached double figures, shooting 6 - for - 13 from the field to finish with 14 points and four assists. With Rodney Hood sitting out with plantar fasciitis in his foot, rookie Dante Exum soaked up the majority of his playing time, as he had nine points and recorded five assits in 20 minutes. The Pistons got their biggest contribution from Brandon Jennings. He finished the game shooting 8 - for - 15 from the field and 3 - for - 7 from beyond the arc for 23 points and five assists. Jennings struggled to begin the season with two four - point games in a row, but he's gotten into a groove lately and has now reached double figures in four straight games. Andre Drummond had a huge game on the boards as he finished with 18 rebounds. Greg Monroe was n't far behind with 11 rebounds of his own, and the pair helped the Pistons out - rebound Utah 51 to 43. Monroe also had 19 points, as the team continues to play their big lineup with Kyle Singler coming of the bench. Josh Smith reached double figures in scoring as he produced 13 points, while also coming one rebound shy of a double - double with nine. The Pistons' next game will be on the road against the Chicago Bulls on Monday, while the Jazz will travel to Indiana to play the Pacers on Monday.
",2,4,96
376,196,Los Angeles Clippers,"The Los Angeles Clippers (47 - 27) defeated the Minnesota Timberwolves (35 - 50) 99 - 79 on Wednesday. This game looked lopsided in the first quarter and it didn’t get much better after that. The Clippers carried a 26 - point lead into the fourth quarter and dominated throughout. The key for Los Angeles was their defense, as they held Minnesota to under 35 percent shooting and forced them to commit 16 turnovers. To put that in perspective, Los Angeles committed just seven turnovers and shot 44 percent from the field. The Clippers continue to battle for playoff positioning and easy wins like this are a great momentum booster. Chris Paul was majestic, as he tallied 20 points, 16 assists and eight rebounds in the win. J.J. Redick also played well, as he amassed 17 points, three rebounds and three assists. No other player scored more than 11, but they got a nice rest with no one playing more than 30 minutes. Up next for the Clippers is a matchup with the Oklahoma City Thunder on Thursday. Losses like this are expected with a young team like Minnesota and there are still things to take away. Karl-Anthony Towns led the team with 16 points, while also grabbing 11 boards. Andrew Wiggins really struggled though, as he collected just seven points and one assist, while committing six turnovers on 3 - for - 9 shooting. Minnesota will play the Utah Jazz in their next game on Friday.
",47,-1,99
377,196,Minnesota Timberwolves,"The Los Angeles Clippers (47 - 27) defeated the Minnesota Timberwolves (35 - 50) 99 - 79 on Wednesday. This game looked lopsided in the first quarter and it didn’t get much better after that. The Clippers carried a 26 - point lead into the fourth quarter and dominated throughout. The key for Los Angeles was their defense, as they held Minnesota to under 35 percent shooting and forced them to commit 16 turnovers. To put that in perspective, Los Angeles committed just seven turnovers and shot 44 percent from the field. The Clippers continue to battle for playoff positioning and easy wins like this are a great momentum booster. Chris Paul was majestic, as he tallied 20 points, 16 assists and eight rebounds in the win. J.J. Redick also played well, as he amassed 17 points, three rebounds and three assists. No other player scored more than 11, but they got a nice rest with no one playing more than 30 minutes. Up next for the Clippers is a matchup with the Oklahoma City Thunder on Thursday. Losses like this are expected with a young team like Minnesota and there are still things to take away. Karl-Anthony Towns led the team with 16 points, while also grabbing 11 boards. Andrew Wiggins really struggled though, as he collected just seven points and one assist, while committing six turnovers on 3 - for - 9 shooting. Minnesota will play the Utah Jazz in their next game on Friday.
",35,50,79
378,197,Oklahoma City Thunder,"The Oklahoma City Thunder defeated the Washington Wizards 126 - 115 Wednesday at Chesapeake Energy Arena. For the Thunder (12 - 8), they continue to roll as they have now won four in a row after dropping three straight. Wednesday night, Russell Westbrook served as the hero, as not only did he drop yet another triple - double with 35 points, 14 rebounds and 11 assists, but he also hit a step - back 3 - pointer in the closing moments to send the game into overtime - - the only three he hit in the game. From there, he would not be denied a victory, as he went on to score 14 of the team's 21 points in the overtime period, outscoring the Wizards, 14 - 10, on his own. Westbrook's night was n't the most efficient, however, as he shot just 12 - of - 35 from the field and 1 - of - 6 from behind the arc. Victor Oladipo, on the other hand, had a very efficient evening, shooting 10 - of - 16 from the field en route to 25 points on top of six rebounds and six assists. The Wizards (6 - 11) are now losers of two of their last three games as they continue to battle inconsistent play early in this season. Bradley Beal, however, has remained consistently deadly since returning from a hamstring injury that sidelined him for three games. His 31 points on Wednesday night was his second straight 30 - point effort in a row and he is now averaging 29 points over his last three games. His partner in the backcourt John Wall struggled shooting from the field, going just 6 - of - 20 overall and 2 - of - 7 from behind the arc, but he did record 15 points and 15 assists - - his second double - double in a row and fourth in the last five games. Washington will look back on this game, however, and see many missed opportunities at the free throw line, where they made just 16 of their 25 attempts. Up next, the Thunder will look to extend their winning streak on Sunday against the Pelicans, while the Wizards will head to San Antonio on Friday to take on the Spurs.
",12,-1,126
379,197,Washington Wizards,"The Oklahoma City Thunder defeated the Washington Wizards 126 - 115 Wednesday at Chesapeake Energy Arena. For the Thunder (12 - 8), they continue to roll as they have now won four in a row after dropping three straight. Wednesday night, Russell Westbrook served as the hero, as not only did he drop yet another triple - double with 35 points, 14 rebounds and 11 assists, but he also hit a step - back 3 - pointer in the closing moments to send the game into overtime - - the only three he hit in the game. From there, he would not be denied a victory, as he went on to score 14 of the team's 21 points in the overtime period, outscoring the Wizards, 14 - 10, on his own. Westbrook's night was n't the most efficient, however, as he shot just 12 - of - 35 from the field and 1 - of - 6 from behind the arc. Victor Oladipo, on the other hand, had a very efficient evening, shooting 10 - of - 16 from the field en route to 25 points on top of six rebounds and six assists. The Wizards (6 - 11) are now losers of two of their last three games as they continue to battle inconsistent play early in this season. Bradley Beal, however, has remained consistently deadly since returning from a hamstring injury that sidelined him for three games. His 31 points on Wednesday night was his second straight 30 - point effort in a row and he is now averaging 29 points over his last three games. His partner in the backcourt John Wall struggled shooting from the field, going just 6 - of - 20 overall and 2 - of - 7 from behind the arc, but he did record 15 points and 15 assists - - his second double - double in a row and fourth in the last five games. Washington will look back on this game, however, and see many missed opportunities at the free throw line, where they made just 16 of their 25 attempts. Up next, the Thunder will look to extend their winning streak on Sunday against the Pelicans, while the Wizards will head to San Antonio on Friday to take on the Spurs.
",-1,2,115
380,198,San Antonio Spurs,"The San Antonio Spurs (13 - 3) left no loose - ends as they defeated the Denver Nuggets (6 - 10) by a score of 91 - 80, on Friday night in Denver. The Spurs held the Nuggets to only 40 percent shooting from the field and commanded control of the game with their defense. They led for the whole second half. Denver had 10 players score but only three of those players scored in double digits. Danilo Gallinari led the Nuggets in scoring with 16 points and made it a double double with 10 rebounds. Will Barton chipped in 12 points and nine rebounds in 29 minutes off the bench. Jameer Nelson also added 12 points off the bench. Denver was missing Kenneth Faried who sat out with an ankle sprain. San Antonio managed to take care of business even with out two of their veteran leaders, Manu Ginobili and Tim Duncan. Kawhi Leonard did what he is trained to do and stepped up for the Spurs in the absence of his veteran mates, finishing with 25 points on 11 - 18 shooting, seven rebounds and six assists. Tony Parker scored 13 points and dished five assists in 24 minutes. Rookie Jonathon Simmons chipped in 12 points on 4 - 8 shooting in 26 minutes off the bench. San Antonio will be back in action on Saturday night as they host Atlanta, who will also be on the second night of a back to back. Denver will also be back in action on Saturday night with a visit to Dallas.
",13,3,91
381,198,Denver Nuggets,"The San Antonio Spurs (13 - 3) left no loose - ends as they defeated the Denver Nuggets (6 - 10) by a score of 91 - 80, on Friday night in Denver. The Spurs held the Nuggets to only 40 percent shooting from the field and commanded control of the game with their defense. They led for the whole second half. Denver had 10 players score but only three of those players scored in double digits. Danilo Gallinari led the Nuggets in scoring with 16 points and made it a double double with 10 rebounds. Will Barton chipped in 12 points and nine rebounds in 29 minutes off the bench. Jameer Nelson also added 12 points off the bench. Denver was missing Kenneth Faried who sat out with an ankle sprain. San Antonio managed to take care of business even with out two of their veteran leaders, Manu Ginobili and Tim Duncan. Kawhi Leonard did what he is trained to do and stepped up for the Spurs in the absence of his veteran mates, finishing with 25 points on 11 - 18 shooting, seven rebounds and six assists. Tony Parker scored 13 points and dished five assists in 24 minutes. Rookie Jonathon Simmons chipped in 12 points on 4 - 8 shooting in 26 minutes off the bench. San Antonio will be back in action on Saturday night as they host Atlanta, who will also be on the second night of a back to back. Denver will also be back in action on Saturday night with a visit to Dallas.
",6,10,80
382,200,Phoenix Suns,"The Phoenix Suns (27 - 20) defeated the Washington Wizards (31 - 16) 106 - 98 on Wednesday at the US Airways Center in Phoenix. Coming out of the third quarter, the Suns had a nice 80 - 66 lead. The Wizards made a run in the fourth though, out - scoring the Suns 32 - 26, but the comeback fell short as Phoenix finished with an eight - point victory. While the Suns were out - rebounded 50 - 41, they shot better than the Wizards, going 46 percent from the field, while the Wizards went 42 percent from the floor. Goran Dragic was the leader for the Suns in this game, posting a game - high of 20 points (8 - 15 FG, 2 - 4 3Pt, 2 - 4 FT), to go along with two assists and two steals. He had a poor shooting performance (3 - 11 FG, 0 - 1 3Pt) in Sunday's game against the Clippers, so it was good to see him find his shot and have some success. The Suns also had a nice contribution from their bench, as Isaiah Thomas had 18 points (4 - 13 FG, 4 - 8 3Pt, 6 - 7 FT) and four assists in only 20 minutes. He's been playing his best basketball of the season offensively, averaging 23 points over his last five games. Brandan Wright also had an efficient night from the bench with 13 points (6 - 7 FG, 1 - 1 FT) and five rebounds in only 17 minutes. Coming close to a double - double, Markieff Morris had 16 points (7 - 17 FG, 0 - 2 3Pt, 2 - 2 FT), seven rebounds and four assists. He's averaging 15 points and 6 rebounds on the season. Leading the Wizards in points was center Marcin Gortat, who went 6 - for - 12 from the field to score 14 points, while also adding eight rebounds. It's a very rare occurence for Gortat to lead this team in scoring, so it was clear John Wall and Bradley Beal did n't have their best games offensively. Wall recorded 11 points (5 - 16 FG, 1 - 3 3Pt), seven rebounds and seven assists, while Beal had 13 points (5 - 15 FG, 3 - 3 3Pt) and one rebound. Wall had just put in three solid games in a row, so it was a surprise to see his shot not falling. Getting the start at power forward, Kris Humphries recorded a double - double with 11 points (4 - 8 FG, 3 - 4 FT) and 15 rebounds. It was his second double - double in his last three games. Otto Porter was the high scorer off the bench with 14 points (5 - 8 FG, 3 - 4 3Pt, 1 - 2 FT) in 23 minutes. The Suns' next game will be at home against the Chicago Bulls on Friday, while the Wizards will be at home against the Toronto Raptors on Saturday.
",27,20,106
