,text,category
9,Is it normal to have to wait over a week for my new card?,atm_support
9,Is it normal to have to wait over a week for my new card?,direct_debit_payment_not_recognised
9,Is it normal to have to wait over a week for my new card?,passcode_forgotten
9,Is it normal to have to wait over a week for my new card?,declined_cash_withdrawal
9,Is it normal to have to wait over a week for my new card?,pending_card_payment
9,Is it normal to have to wait over a week for my new card?,lost_or_stolen_phone
9,Is it normal to have to wait over a week for my new card?,request_refund
9,Is it normal to have to wait over a week for my new card?,declined_transfer
9,Is it normal to have to wait over a week for my new card?,Refund_not_showing_up
9,Is it normal to have to wait over a week for my new card?,declined_card_payment
9,Is it normal to have to wait over a week for my new card?,pending_transfer
9,Is it normal to have to wait over a week for my new card?,terminate_account
9,Is it normal to have to wait over a week for my new card?,card_swallowed
9,Is it normal to have to wait over a week for my new card?,transaction_charged_twice
9,Is it normal to have to wait over a week for my new card?,verify_source_of_funds
9,Is it normal to have to wait over a week for my new card?,transfer_timing
9,Is it normal to have to wait over a week for my new card?,reverted_card_payment?
9,Is it normal to have to wait over a week for my new card?,change_pin
9,Is it normal to have to wait over a week for my new card?,beneficiary_not_allowed
9,Is it normal to have to wait over a week for my new card?,transfer_fee_charged
9,Is it normal to have to wait over a week for my new card?,receiving_money
9,Is it normal to have to wait over a week for my new card?,failed_transfer
9,Is it normal to have to wait over a week for my new card?,transfer_into_account
9,Is it normal to have to wait over a week for my new card?,verify_top_up
9,Is it normal to have to wait over a week for my new card?,getting_spare_card
9,Is it normal to have to wait over a week for my new card?,top_up_by_cash_or_cheque
9,Is it normal to have to wait over a week for my new card?,order_physical_card
